id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon,state_code
1553,Chatsworth Island Public School,Chatsworth Island Rd,Chatsworth,2469,Goverment,Primary School,-29.387954,153.231645,NSW
1558,Chillingham Public School,1420 Numinbah Rd,Chillingham ,2484,Goverment,Primary School,-28.311937,153.275569,NSW
1560,Chipping Norton Public School,Central Ave,Chipping Norton ,2170,Goverment,Primary School,-33.909108,150.96085,NSW
1564,Clarence Town Public School,Queen St,Clarence Town ,2321,Goverment,Primary School,-32.588731,151.777207,NSW
1566,Clemton Park Public School,185 Bexley Rd,Earlwood,2206,Goverment,Primary School,-33.929708,151.108423,NSW
1573,Clovelly Public School,Arden St,Waverley ,2024,Goverment,Primary School,-33.907431,151.26028,NSW
1574,Clunes Public School,Walker St,Clunes ,2480,Goverment,Primary School,-28.724778,153.408852,NSW
1578,Cobar Public School,6-8 Blakey St,Cobar ,2835,Goverment,Primary School,-31.502199,145.836609,NSW
1579,Cobargo Public School,Wandella Rd,Cobargo,2550,Goverment,Primary School,-36.386942,149.882818,NSW
1580,Cobbitty Public School,Cobbitty Rd,Cobbitty ,2570,Goverment,Primary School,-34.0159,150.685938,NSW
1583,Coffee Camp Public School,Nimbin Rd,Coffee Camp ,2480,Goverment,Primary School,-28.662664,153.220638,NSW
1584,Coffs Harbour Public School,7 Salamander Street,Coffs Harbour,2450,Goverment,Primary School,-30.30196,153.120372,NSW
1587,Coledale Public School,Lawrence Hargrave Drive,Coledale ,2515,Goverment,Primary School,-34.289546,150.947366,NSW
1589,Collarenebri Central School,High St,Collarenebri,2833,Goverment,Central/Community School,-29.543823,148.578086,NSW
1590,Collector Public School,Lorn St,Collector,2581,Goverment,Primary School,-34.914221,149.433144,NSW
1591,Collingullie Public School,Urana St,Collingullie ,2652,Goverment,Primary School,-35.09019,147.127156,NSW
1593,Collins Creek Public School,480 Collins Valley Road,Collins Creek ,2474,Goverment,Primary School,-28.489297,153.022547,NSW
1596,Colyton Public School,Nelson St,Mount Druitt ,2770,Goverment,Primary School,-33.777199,150.81316,NSW
1601,Comboyne Public School,Hill St,Comboyne ,2429,Goverment,Primary School,-31.605308,152.472736,NSW
1604,Comleroy Road Public School,McMahons Rd,Kurrajong,2758,Goverment,Primary School,-33.506475,150.69763,NSW
1605,Como Public School,Genoa St,Como ,2226,Goverment,Primary School,-34.001832,151.069127,NSW
1606,Conargo Public School,Deniliquin-Wagga Wagga Rd,Conargo ,2710,Goverment,Primary School,-35.305269,145.17886,NSW
1607,Concord Public School,Burwood Rd,Concord ,2137,Goverment,Primary School,-33.863224,151.106944,NSW
1608,Concord West Public School,Concord Rd,Concord West ,2138,Goverment,Primary School,-33.839613,151.087317,NSW
1609,Condobolin Public School,Molong Street,Condobolin,2877,Goverment,Primary School,-33.085514,147.149077,NSW
1611,Condong Public School,McLeod St,Condong ,2484,Goverment,Primary School,-28.309674,153.434424,NSW
1612,Coniston Public School,Auburn St,Coniston ,2500,Goverment,Primary School,-34.439023,150.887435,NSW
1613,Connells Point Public School,Riverview Ave,South Hurstville,2221,Goverment,Primary School,-33.984689,151.100306,NSW
1615,Cooerwull Public School,319 Main St,Lithgow ,2790,Goverment,Primary School,-33.484053,150.142093,NSW
1616,Coogee Public School,Byron St & Coogee Bay Rd,Coogee ,2034,Goverment,Primary School,-33.920819,151.249846,NSW
