district,category,subcategory,year,records
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2011 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2011 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2012 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2013 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2014 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2015 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q1,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q2,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q3,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q4,0
Nhulunbuy Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2016 Q4,0
