district,category,subcategory,year,records
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q1,255
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q1,277
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q1,225
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q2,246
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q2,258
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q2,251
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q3,251
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q3,280
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q3,229
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q4,259
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q4,304
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2016 Q4,298
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q1,277
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q1,272
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q1,290
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q2,233
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q2,262
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q2,209
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q3,197
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q3,220
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q3,249
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q4,241
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q4,257
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2017 Q4,246
Darwin Crime Statistics,Theft and related offences (other than MV),Theft and related offences (other than MV),2018 Q1,265
Darwin Crime Statistics,Property damage offences,Property damage offences,2011 Q3,619
Darwin Crime Statistics,Property damage offences,Property damage offences,2011 Q4,627
Darwin Crime Statistics,Property damage offences,Property damage offences,2012 Q1,847
Darwin Crime Statistics,Property damage offences,Property damage offences,2012 Q2,666
Darwin Crime Statistics,Property damage offences,Property damage offences,2012 Q3,627
Darwin Crime Statistics,Property damage offences,Property damage offences,2012 Q4,606
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q1,595
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q2,550
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q3,207
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q3,160
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q3,180
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q4,122
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q4,164
Darwin Crime Statistics,Property damage offences,Property damage offences,2013 Q4,134
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q1,184
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q1,174
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q1,223
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q2,197
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q2,209
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q2,259
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q3,241
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q3,205
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q3,171
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q4,172
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q4,154
Darwin Crime Statistics,Property damage offences,Property damage offences,2014 Q4,215
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q1,270
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q1,185
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q1,216
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q2,185
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q2,201
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q2,225
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q3,164
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q3,203
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q3,159
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q4,194
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q4,189
Darwin Crime Statistics,Property damage offences,Property damage offences,2015 Q4,213
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q1,190
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q1,213
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q1,157
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q2,227
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q2,261
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q2,230
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q3,181
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q3,198
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q3,168
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q4,180
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q4,205
Darwin Crime Statistics,Property damage offences,Property damage offences,2016 Q4,272
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q1,260
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q1,260
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q1,264
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q2,205
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q2,214
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q2,144
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q3,189
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q3,225
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q3,181
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q4,169
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q4,223
Darwin Crime Statistics,Property damage offences,Property damage offences,2017 Q4,229
Darwin Crime Statistics,Property damage offences,Property damage offences,2018 Q1,183
Palmerston Crime Statistics,Homicide and related offences,Murder,2011 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2011 Q4,1
Palmerston Crime Statistics,Homicide and related offences,Murder,2012 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2012 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2012 Q3,1
Palmerston Crime Statistics,Homicide and related offences,Murder,2012 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q1,1
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q4,1
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Murder,2018 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2011 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2011 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2012 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Attempted Murder,2018 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2011 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2011 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2012 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2012 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2012 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2012 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Manslaughter,2018 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2011 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2011 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2012 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2012 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2012 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2012 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2013 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,1
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2014 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,2
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2015 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2016 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q1,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q2,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q3,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2017 Q4,0
Palmerston Crime Statistics,Homicide and related offences,Driving causing death,2018 Q1,0
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2011 Q3,105
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2011 Q4,110
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2012 Q1,121
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2012 Q2,128
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2012 Q3,113
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2012 Q4,117
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q1,133
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q2,117
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,46
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,37
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q3,34
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,41
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,52
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2013 Q4,31
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,36
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,41
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q1,44
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,35
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,41
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q2,33
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,31
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,33
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q3,48
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,50
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,51
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2014 Q4,43
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,38
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,45
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q1,54
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,32
Palmerston Crime Statistics,Acts intended to cause injury,Assault,2015 Q2,34
