Postcode,Suburb,City,State,Statecode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House,id
2170,Moorebank,Sydney,New South Wales,NSW,360.0,380.0,460.0,,,390.0,460.0,593.0,5646
2171,Middleton Grange,Sydney,New South Wales,NSW,,,,,,,520.0,580.0,5647
2171,Hoxton Park,Sydney,New South Wales,NSW,,,,,,,520.0,580.0,5648
2171,Horningsea Park,Sydney,New South Wales,NSW,,,,,,,520.0,580.0,5649
2171,Cecil Hills,Sydney,New South Wales,NSW,,,,,,,520.0,580.0,5650
2171,West Hoxton,Sydney,New South Wales,NSW,,,,,,,520.0,580.0,5651
2172,Voyager Point,Sydney,New South Wales,NSW,,,,,,,,,5652
2172,Pleasure Point,Sydney,New South Wales,NSW,,,,,,,,,5653
2172,Sandy Point,Sydney,New South Wales,NSW,,,,,,,,,5654
2173,Holsworthy,Sydney,New South Wales,NSW,,,,,,,520.0,600.0,5655
2173,Wattle Grove,Sydney,New South Wales,NSW,,,,,,,520.0,600.0,5656
2175,Horsley Park,Sydney,New South Wales,NSW,,,,,,,,,5657
2176,Abbotsbury,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5658
2176,Wakeley,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5659
2176,Bossley Park,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5660
2176,Prairiewood,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5661
2176,St Johns Park,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5662
2176,Edensor Park,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5663
2176,Greenfield Park,Sydney,New South Wales,NSW,,420.0,,,,,480.0,590.0,5664
2177,Bonnyrigg Heights,Sydney,New South Wales,NSW,,,,,,,485.0,,5665
2177,Bonnyrigg,Sydney,New South Wales,NSW,,,,,,,485.0,,5666
2178,Kemps Creek,Sydney,New South Wales,NSW,,,,,,,,,5667
2178,Cecil Park,Sydney,New South Wales,NSW,,,,,,,,,5668
2178,Mount Vernon,Sydney,New South Wales,NSW,,,,,,,,,5669
2179,Austral,Sydney,New South Wales,NSW,,,,,,,450.0,593.0,5670
2179,Leppington,Sydney,New South Wales,NSW,,,,,,,450.0,593.0,5671
2190,Greenacre,Sydney,New South Wales,NSW,,,,,,,575.0,700.0,5672
2190,Chullora,Sydney,New South Wales,NSW,,,,,,,575.0,700.0,5673
2190,Mount Lewis,Sydney,New South Wales,NSW,,,,,,,575.0,700.0,5674
2191,Belfield,Sydney,New South Wales,NSW,,,,,,,,,5675
2192,Belmore,Sydney,New South Wales,NSW,333.0,400.0,,,,,620.0,,5676
2193,Hurlstone Park,Sydney,New South Wales,NSW,460.0,550.0,,,,,,,5677
2193,Canterbury,Sydney,New South Wales,NSW,460.0,550.0,,,,,,,5678
2193,Ashbury,Sydney,New South Wales,NSW,460.0,550.0,,,,,,,5679
2194,Campsie,Sydney,New South Wales,NSW,430.0,448.0,560.0,,,,580.0,,5680
2195,Wiley Park,Sydney,New South Wales,NSW,320.0,380.0,,,,,550.0,,5681
2195,Lakemba,Sydney,New South Wales,NSW,320.0,380.0,,,,,550.0,,5682
2196,Punchbowl,Sydney,New South Wales,NSW,,395.0,,,,450.0,565.0,680.0,5683
2196,Roselands,Sydney,New South Wales,NSW,,395.0,,,,450.0,565.0,680.0,5684
2197,Bass Hill,Sydney,New South Wales,NSW,,,,,,,,,5685
2198,Georges Hall,Sydney,New South Wales,NSW,,,,,,,,650.0,5686
2199,Yagoona West,Sydney,New South Wales,NSW,,398.0,,,,,530.0,650.0,5687
2199,Yagoona,Sydney,New South Wales,NSW,,398.0,,,,,530.0,650.0,5688
2200,Mount Lewis,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5689
2200,Condell Park,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5690
2200,Bankstown Aerodrome,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5691
2200,Bankstown Square,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5692
2200,Bankstown North,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5693
2200,Manahan,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5694
2200,Bankstown,Sydney,New South Wales,NSW,400.0,430.0,500.0,,,435.0,545.0,560.0,5695
2203,Dulwich Hill,Sydney,New South Wales,NSW,460.0,500.0,,,,,,,5696
2204,Marrickville South,Sydney,New South Wales,NSW,420.0,550.0,,,,700.0,840.0,1030.0,5697
2204,Marrickville Metro,Sydney,New South Wales,NSW,420.0,550.0,,,,700.0,840.0,1030.0,5698
2204,Marrickville,Sydney,New South Wales,NSW,420.0,550.0,,,,700.0,840.0,1030.0,5699
2205,Turrella,Sydney,New South Wales,NSW,545.0,640.0,750.0,,,,700.0,,5700
2205,Wolli Creek,Sydney,New South Wales,NSW,545.0,640.0,750.0,,,,700.0,,5701
2205,Arncliffe,Sydney,New South Wales,NSW,545.0,640.0,750.0,,,,700.0,,5702
2206,Earlwood,Sydney,New South Wales,NSW,,510.0,,,,620.0,700.0,,5703
2206,Clemton Park,Sydney,New South Wales,NSW,,510.0,,,,620.0,700.0,,5704
2207,Bardwell Park,Sydney,New South Wales,NSW,415.0,463.0,,,,,640.0,825.0,5705
2207,Bardwell Valley,Sydney,New South Wales,NSW,415.0,463.0,,,,,640.0,825.0,5706
2207,Bexley,Sydney,New South Wales,NSW,415.0,463.0,,,,,640.0,825.0,5707
2207,Bexley South,Sydney,New South Wales,NSW,415.0,463.0,,,,,640.0,825.0,5708
2207,Bexley North,Sydney,New South Wales,NSW,415.0,463.0,,,,,640.0,825.0,5709
2208,Kingsgrove,Sydney,New South Wales,NSW,,,,,,,650.0,,5710
2209,Narwee,Sydney,New South Wales,NSW,,425.0,,,,,560.0,750.0,5711
2209,Beverly Hills,Sydney,New South Wales,NSW,,425.0,,,,,560.0,750.0,5712
2210,Peakhurst Heights,Sydney,New South Wales,NSW,350.0,500.0,,,,,570.0,720.0,5713
2210,Lugarno,Sydney,New South Wales,NSW,350.0,500.0,,,,,570.0,720.0,5714
2210,Peakhurst,Sydney,New South Wales,NSW,350.0,500.0,,,,,570.0,720.0,5715
2210,Riverwood,Sydney,New South Wales,NSW,350.0,500.0,,,,,570.0,720.0,5716
2211,Padstow Heights,Sydney,New South Wales,NSW,,,,,,,560.0,600.0,5717
2211,Padstow,Sydney,New South Wales,NSW,,,,,,,560.0,600.0,5718
2212,Revesby Heights,Sydney,New South Wales,NSW,,420.0,,,,,535.0,685.0,5719
2212,Revesby North,Sydney,New South Wales,NSW,,420.0,,,,,535.0,685.0,5720
2212,Revesby,Sydney,New South Wales,NSW,,420.0,,,,,535.0,685.0,5721
2213,Picnic Point,Sydney,New South Wales,NSW,,,,,,,520.0,650.0,5722
2213,East Hills,Sydney,New South Wales,NSW,,,,,,,520.0,650.0,5723
2213,Panania,Sydney,New South Wales,NSW,,,,,,,520.0,650.0,5724
2214,Milperra,Sydney,New South Wales,NSW,,,,,,,,,5725
2216,Rockdale,Sydney,New South Wales,NSW,420.0,505.0,700.0,,,,650.0,,5726
2216,Brighton-Le-Sands,Sydney,New South Wales,NSW,420.0,505.0,700.0,,,,650.0,,5727
2216,Banksia,Sydney,New South Wales,NSW,420.0,505.0,700.0,,,,650.0,,5728
2216,Kyeemagh,Sydney,New South Wales,NSW,420.0,505.0,700.0,,,,650.0,,5729
2217,Kogarah,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5730
2217,Beverley Park,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5731
2217,Kogarah Bay,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5732
2217,Ramsgate Beach,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5733
2217,Ramsgate,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5734
2217,Monterey,Sydney,New South Wales,NSW,420.0,490.0,650.0,,,550.0,650.0,,5735
2218,Allawah,Sydney,New South Wales,NSW,,478.0,540.0,,,,630.0,,5736
2218,Carlton,Sydney,New South Wales,NSW,,478.0,540.0,,,,630.0,,5737
2219,Dolls Point,Sydney,New South Wales,NSW,,480.0,,,,,700.0,,5738
2219,Sans Souci,Sydney,New South Wales,NSW,,480.0,,,,,700.0,,5739
2219,Sandringham,Sydney,New South Wales,NSW,,480.0,,,,,700.0,,5740
2220,Hurstville Grove,Sydney,New South Wales,NSW,460.0,530.0,680.0,,,,635.0,,5741
2220,Hurstville,Sydney,New South Wales,NSW,460.0,530.0,680.0,,,,635.0,,5742
2220,Hurstville Westfield,Sydney,New South Wales,NSW,460.0,530.0,680.0,,,,635.0,,5743
2221,Carss Park,Sydney,New South Wales,NSW,,,,,,,678.0,875.0,5744
2221,Connells Point,Sydney,New South Wales,NSW,,,,,,,678.0,875.0,5745
2221,South Hurstville,Sydney,New South Wales,NSW,,,,,,,678.0,875.0,5746
2221,Kyle Bay,Sydney,New South Wales,NSW,,,,,,,678.0,875.0,5747
2221,Blakehurst,Sydney,New South Wales,NSW,,,,,,,678.0,875.0,5748
2222,Penshurst,Sydney,New South Wales,NSW,,430.0,,,,,,,5749
2223,Oatley,Sydney,New South Wales,NSW,,440.0,,,,,600.0,,5750
2223,Mortdale,Sydney,New South Wales,NSW,,440.0,,,,,600.0,,5751
2224,Sylvania Southgate,Sydney,New South Wales,NSW,,,,,,,680.0,920.0,5752
2224,Sylvania Waters,Sydney,New South Wales,NSW,,,,,,,680.0,920.0,5753
2224,Sylvania,Sydney,New South Wales,NSW,,,,,,,680.0,920.0,5754
2224,Kangaroo Point,Sydney,New South Wales,NSW,,,,,,,680.0,920.0,5755
2225,Oyster Bay,Sydney,New South Wales,NSW,,,,,,,,,5756
2225,Caravan Head,Sydney,New South Wales,NSW,,,,,,,,,5757
2226,Como,Sydney,New South Wales,NSW,,470.0,,,,,630.0,,5758
2226,Bonnet Bay,Sydney,New South Wales,NSW,,470.0,,,,,630.0,,5759
2226,Jannali,Sydney,New South Wales,NSW,,470.0,,,,,630.0,,5760
2227,Gymea Bay,Sydney,New South Wales,NSW,,485.0,585.0,,,,675.0,,5761
2227,Gymea,Sydney,New South Wales,NSW,,485.0,585.0,,,,675.0,,5762
2228,Yowie Bay,Sydney,New South Wales,NSW,,490.0,,,,,650.0,950.0,5763
2228,Miranda,Sydney,New South Wales,NSW,,490.0,,,,,650.0,950.0,5764
2229,Lilli Pilli,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5765
2229,Port Hacking,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5766
2229,Taren Point,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5767
2229,Dolans Bay,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5768
2229,Warumbul,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5769
2229,Caringbah,Sydney,New South Wales,NSW,400.0,500.0,,,,,695.0,900.0,5770
2230,Cronulla,Sydney,New South Wales,NSW,400.0,540.0,750.0,,,558.0,,1000.0,5771
2230,Maianbar,Sydney,New South Wales,NSW,400.0,540.0,750.0,,,558.0,,1000.0,5772
2230,Woolooware,Sydney,New South Wales,NSW,400.0,540.0,750.0,,,558.0,,1000.0,5773
2230,Burraneer,Sydney,New South Wales,NSW,400.0,540.0,750.0,,,558.0,,1000.0,5774
2230,Bundeena,Sydney,New South Wales,NSW,400.0,540.0,750.0,,,558.0,,1000.0,5775
2231,Kurnell,Sydney,New South Wales,NSW,,,,,,,,,5776
2232,Kirrawee,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5777
2232,Kareela,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5778
2232,Loftus,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5779
2232,Woronora,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5780
2232,Grays Point,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5781
2232,Sutherland,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5782
2232,Audley,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5783
2232,Garie,Sydney,New South Wales,NSW,390.0,470.0,,,,480.0,615.0,800.0,5784
2233,Waterfall,Sydney,New South Wales,NSW,,450.0,,,,,588.0,,5785
2233,Woronora Heights,Sydney,New South Wales,NSW,,450.0,,,,,588.0,,5786
2233,Yarrawarrah,Sydney,New South Wales,NSW,,450.0,,,,,588.0,,5787
2233,Engadine,Sydney,New South Wales,NSW,,450.0,,,,,588.0,,5788
2233,Heathcote,Sydney,New South Wales,NSW,,450.0,,,,,588.0,,5789
2234,Lucas Heights,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5790
2234,Illawong,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5791
2234,Menai Central,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5792
2234,Menai,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5793
2234,Alfords Point,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5794
2234,Bangor,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5795
2234,Barden Ridge,Sydney,New South Wales,NSW,,,,,,,650.0,830.0,5796
2250,North Gosford,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5797
2250,Niagara Park,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5798
2250,Point Clare,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5799
2250,Peats Ridge,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5800
2250,Mount Elliot,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5801
2250,Mooney Mooney Creek,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5802
2250,Narara,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5803
2250,Mount White,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5804
2250,Point Frederick,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5805
2250,Wendoree Park,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5806
2250,Upper Mangrove,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5807
2250,Wyoming,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5808
2250,West Gosford,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5809
2250,Springfield,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5810
2250,Somersby,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5811
2250,Ten Mile Hollow,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5812
2250,Tascott,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5813
2250,Matcham,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5814
2250,Erina Fair,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5815
2250,Erina,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5816
2250,Gosford,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5817
2250,Glenworth Valley,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5818
2250,Calga,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5819
2250,Bucketty,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5820
2250,East Gosford,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5821
2250,Central Mangrove,Gosford ,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5822
2250,Lower Mangrove,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5823
2250,Lisarow,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5824
2250,Mangrove Mountain,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5825
2250,Mangrove Creek,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5826
2250,Holgate,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5827
2250,Greengrove,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5828
2250,Kulnura,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5829
2250,Kariong,Gosford,New South Wales,NSW,340.0,360.0,405.0,,,360.0,450.0,550.0,5830
2251,Macmasters Beach,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5831
2251,Kincumber South,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5832
2251,Kincumber,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5833
2251,Yattalunga,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5834
2251,Saratoga,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5835
2251,Picketts Valley,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5836
2251,Green Point,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5837
2251,Bensville,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5838
2251,Avoca Beach,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5839
2251,Bouddi,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5840
2251,Davistown,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5841
2251,Copacabana,Gosford,New South Wales,NSW,,385.0,,,,400.0,515.0,650.0,5842
2256,Phegans Bay,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5843
2256,Pearl Beach,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5844
2256,Wondabyne,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5845
2256,Woy Woy Bay,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5846
2256,Woy Woy,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5847
2256,Patonga,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5848
2256,Horsfield Bay,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5849
2256,Blackwall,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5850
2256,Little Wobby,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5851
2256,Koolewong,Gosford,New South Wales,NSW,,350.0,,,,390.0,450.0,505.0,5852
2257,Pretty Beach,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5853
2257,Killcare Heights,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5854
2257,Killcare,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5855
2257,Wagstaffe,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5856
2257,Umina Beach,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5857
2257,St Huberts Island,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5858
2257,Hardys Bay,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5859
2257,Box Head,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5860
2257,Booker Bay,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5861
2257,Daleys Point,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5862
2257,Ettalong Beach,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5863
2257,Empire Bay,Gosford,New South Wales,NSW,,330.0,445.0,,,370.0,430.0,600.0,5864
2258,Ourimbah,Gosford,New South Wales,NSW,,,,,,,,,5865
2258,Palm Grove,Gosford,New South Wales,NSW,,,,,,,,,5866
2258,Palmdale,Gosford,New South Wales,NSW,,,,,,,,,5867
2258,Fountaindale,Gosford,New South Wales,NSW,,,,,,,,,5868
2258,Kangy Angy,Gosford,New South Wales,NSW,,,,,,,,,5869
2259,Tacoma South,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5870
2259,Tacoma,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5871
2259,Tuggerah,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5872
2259,Wadalba,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5873
2259,Tuggerawong,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5874
2259,Point Wolstoncroft,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5875
2259,Moonee,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5876
2259,Ravensdale,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5877
2259,Summerland Point,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5878
2259,Rocky Point,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5879
2259,Wallarah,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5880
2259,Wyong,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5881
2259,Wyee Point,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5882
2259,Wyong Creek,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5883
2259,Yarramalong,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5884
2259,Wyongah,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5885
2259,Watanobbi,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5886
2259,Warnervale,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5887
2259,Woongarrah,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5888
2259,Wyee,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5889
2259,Wybung,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5890
2259,Durren Durren,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5891
2259,Dooralong,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5892
2259,Frazer Park,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5893
2259,Gwandalan,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5894
2259,Freemans,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5895
2259,Bushells Ridge,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5896
2259,Alison,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5897
2259,Cedar Brush Creek,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5898
2259,Crangan Bay,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5899
2259,Chain Valley Bay,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5900
2259,Lemon Tree,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5901
2259,Lake Munmorah,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5902
2259,Little Jilliby,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5903
2259,Mardi,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5904
2259,Mannering Park,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5905
2259,Hamlyn Terrace,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5906
2259,Halloran,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5907
2259,Jilliby,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5908
2259,Kiar,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5909
2259,Kanwal,Gosford,New South Wales,NSW,,300.0,,,,350.0,410.0,500.0,5910
2260,North Avoca,Gosford,New South Wales,NSW,330.0,400.0,,,,,550.0,750.0,5911
2260,Terrigal,Gosford,New South Wales,NSW,330.0,400.0,,,,,550.0,750.0,5912
2260,Wamberal,Gosford,New South Wales,NSW,330.0,400.0,,,,,550.0,750.0,5913
2260,Erina Heights,Gosford,New South Wales,NSW,330.0,400.0,,,,,550.0,750.0,5914
2260,Forresters Beach,Gosford,New South Wales,NSW,330.0,400.0,,,,,550.0,750.0,5915
2261,Magenta,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5916
2261,Shelly Beach,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5917
2261,Killarney Vale,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5918
2261,Long Jetty,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5919
2261,Toowoon Bay,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5920
2261,Tumbi Umbi,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5921
2261,The Entrance,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5922
2261,The Entrance North,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5923
2261,Berkeley Vale,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5924
2261,Bay Village,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5925
2261,Bateau Bay,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5926
2261,Blue Bay,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5927
2261,Glenning Valley,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5928
2261,Chittaway Point,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5929
2261,Chittaway Bay,Gosford,New South Wales,NSW,260.0,340.0,380.0,,,350.0,440.0,550.0,5930
2262,Doyalson,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5931
2262,Colongra,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5932
2262,Doyalson North,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5933
2262,San Remo,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5934
2262,Halekulani,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5935
2262,Budgewoi,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5936
2262,Blue Haven,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5937
2262,Buff Point,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5938
2262,Budgewoi Peninsula,Gosford,New South Wales,NSW,,,,,,330.0,380.0,460.0,5939
2263,Norah Head,Gosford,New South Wales,NSW,,285.0,,,,340.0,390.0,518.0,5940
