Postcode,Suburb,City,State,Statecode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House,id
4356,Stoneleigh,Queensland,Trtstane,QLD,,,,,,,,,2596
4356,Yarranlea,Queensland,Trtstane,QLD,,,,,,,,,2597
4357,Bringalily,Queensland,Lrlslane,QLD,,,,,,,,,2598
4357,Bulli Creek,Queensland,Lrlslane,QLD,,,,,,,,,2599
4357,Canning Creek,Queensland,Lrlslane,QLD,,,,,,,,,2600
4357,Captains Mountain,Queensland,Lrlslane,QLD,,,,,,,,,2601
4357,Condamine Farms,Queensland,Lrlslane,QLD,,,,,,,,,2602
4357,Cypress Gardens,Queensland,Lrlslane,QLD,,,,,,,,,2603
4357,Domville,Queensland,Lrlslane,QLD,,,,,,,,,2604
4357,Forest Ridge,Queensland,Lrlslane,QLD,,,,,,,,,2605
4357,Grays Gate,Queensland,Lrlslane,QLD,,,,,,,,,2606
4357,Kooroongarra,Queensland,Lrlslane,QLD,,,,,,,,,2607
4357,Lavelle,Queensland,Lrlslane,QLD,,,,,,,,,2608
4357,Lemontree,Queensland,Lrlslane,QLD,,,,,,,,,2609
4357,Millmerran,Queensland,Lrlslane,QLD,,,,,,,,,2610
4357,Millmerran Downs,Queensland,Lrlslane,QLD,,,,,,,,,2611
4357,Millmerran Woods,Queensland,Lrlslane,QLD,,,,,,,,,2612
4357,Millwood,Queensland,Lrlslane,QLD,,,,,,,,,2613
4357,Mount Emlyn,Queensland,Lrlslane,QLD,,,,,,,,,2614
4357,Punchs Creek,Queensland,Lrlslane,QLD,,,,,,,,,2615
4357,Rocky Creek,Queensland,Lrlslane,QLD,,,,,,,,,2616
4357,The Pines,Queensland,Lrlslane,QLD,,,,,,,,,2617
4357,Turallin,Queensland,Lrlslane,QLD,,,,,,,,,2618
4357,Wattle Ridge,Queensland,Lrlslane,QLD,,,,,,,,,2619
4357,Western Creek,Queensland,Lrlslane,QLD,,,,,,,,,2620
4357,Woondul,Queensland,Lrlslane,QLD,,,,,,,,,2621
4358,Cambooya,Queensland,Mrbsmane,QLD,,,290.0,,,,270.0,350.0,2622
4358,Felton,Queensland,Mrbsmane,QLD,,,,,,,,,2623
4358,Felton South,Queensland,Mrbsmane,QLD,,,,,,,,,2624
4358,Vale View,Queensland,Toowoomba,QLD,,,,,,,,,2625
4359,Budgee,Queensland,Toowoomba,QLD,,,,,,,,,2626
4359,Greenmount,Queensland,Ereseane,QLD,,,,,,,,,2627
4359,Greenmount East,Queensland,Toowoomba,QLD,,,,,,,,,2628
4359,Hirstglen,Queensland,Ereseane,QLD,,,,,,,,,2629
4359,West Haldon,Queensland,Toowoomba,QLD,,,,,,,,,2630
4360,Nobby,Queensland,Brbsbane,QLD,,,,,,,,,2631
4361,Back Plains,Queensland,Irfsiane,QLD,,,,,,,,,2632
4361,Clifton,Queensland,Irfsiane,QLD,,,,,,,240.0,,2633
4361,Ellangowan,Queensland,Irfsiane,QLD,,,,,,,,,2634
4361,Elphinstone,Queensland,Irfsiane,QLD,,,,,,,,,2635
4361,Headington Hill,Queensland,Irfsiane,QLD,,,,,,,,,2636
4361,Kings Creek,Queensland,Irfsiane,QLD,,,,,,,,,2637
4361,Manapouri,Queensland,Irfsiane,QLD,,,,,,,,,2638
4361,Missen Flat,Queensland,Irfsiane,QLD,,,,,,,,,2639
4361,Mount Molar,Queensland,Irfsiane,QLD,,,,,,,,,2640
4361,Nevilton,Queensland,Irfsiane,QLD,,,,,,,,,2641
4361,Pilton,Queensland,Irfsiane,QLD,,,,,,,,,2642
4361,Ryeford,Queensland,Irfsiane,QLD,,,,,,,,,2643
4361,Sandy Camp,Queensland,Irfsiane,QLD,,,,,,,,,2644
4361,Upper Pilton,Queensland,Irfsiane,QLD,,,,,,,,,2645
4361,Victoria Hill,Queensland,Irfsiane,QLD,,,,,,,,,2646
4362,Allora,Queensland,Lroslane,QLD,,,,,,,,300.0,2647
4362,Berat,Queensland,Lroslane,QLD,,,,,,,,300.0,2648
4362,Deuchar,Queensland,Lroslane,QLD,,,,,,,,300.0,2649
4362,Goomburra,Queensland,Lroslane,QLD,,,,,,,,,2650
4362,Hendon,Queensland,Lroslane,QLD,,,,,,,,300.0,2651
4362,Mount Marshall,Queensland,Lroslane,QLD,,,,,,,,,2652
4362,Talgai,Queensland,Lroslane,QLD,,,,,,,,300.0,2653
4363,Southbrook,Queensland,Toowoomba,QLD,,,,,,,,,2654
4364,Brookstead,Queensland,Orosoane,QLD,,,,,,,,,2655
4365,Leyburn,Queensland,Yrbsyane,QLD,,,,,,,,,2656
4370,Allan,Queensland,Warwick,QLD,,,,,,,,,2657
4370,Bony Mountain,Queensland,Warwick,QLD,,,,,,,,,2658
4370,Canningvale,Queensland,Warwick,QLD,,,,,,,,,2659
4370,Cherry Gully,Queensland,Warwick,QLD,,,,,,,,,2660
4370,Clintonvale,Queensland,Warwick,QLD,,,,,,,,,2661
4370,Cunningham,Queensland,Warwick,QLD,,,,,,,,,2662
4370,Danderoo,Queensland,Warwick,QLD,,,,,,,,,2663
4370,Elbow Valley,Queensland,Warwick,QLD,,,,,,,,,2664
4370,Freestone,Queensland,Warwick,QLD,,,,,,,,,2665
4370,Gladfield,Queensland,Warwick,QLD,,,,,,,,,2666
4370,Freestone,Queensland,Warwick,QLD,151.0,200.0,270.0,,,255.0,263.0,330.0,2667
4370,Glengallan,Queensland,Warwick,QLD,,,,,,,,,2668
4370,Greymare,Queensland,Warwick,QLD,,,,,,,,,2669
4370,Junabee,Queensland,Warwick,QLD,,,,,,,,,2670
4370,Leslie,Queensland,Warwick,QLD,,,,,,,,,2671
4370,Leslie Dam,Queensland,Warwick,QLD,,,,,,,,,2672
4370,Loch Lomond,Queensland,Warwick,QLD,,,,,,,,,2673
4370,Maryvale,Queensland,Warwick,QLD,151.0,200.0,270.0,,,255.0,263.0,330.0,2674
4370,Massie,Queensland,Warwick,QLD,,,,,,,,,2675
4370,Montrose,Queensland,Warwick,QLD,,,,,,,,,2676
4370,Morgan Park,Queensland,Warwick,QLD,,,,,,,,,2677
4370,Mount Colliery,Queensland,Warwick,QLD,,,,,,,,,2678
4370,Mount Tabor,Queensland,Warwick,QLD,,,,,,,,,2679
4370,Murrays Bridge,Queensland,Warwick,QLD,,,,,,,,,2680
4370,Pratten,Queensland,Warwick,QLD,,,,,,,,,2681
4370,Rodgers Creek,Queensland,Warwick,QLD,,,,,,,,,2682
4370,Rosehill,Queensland,Warwick,QLD,,,,,,,,,2683
4370,Rosenthal Heights,Queensland,Warwick,QLD,151.0,200.0,270.0,,,255.0,263.0,330.0,2684
4370,Silverwood,Queensland,Warwick,QLD,,,,,,,,,2685
4370,Sladevale,Queensland,Warwick,QLD,,,,,,,,,2686
4370,Swan Creek,Queensland,Warwick,QLD,,,,,,,,,2687
4370,Thane,Queensland,Warwick,QLD,,,,,,,,,2688
4370,Thanes Creek,Queensland,Warwick,QLD,,,,,,,,,2689
4370,The Glen,Queensland,Warwick,QLD,,,,,,,,,2690
4370,The Hermitage,Queensland,Warwick,QLD,,,,,,,,,2691
4370,Toolburra,Queensland,Warwick,QLD,,,,,,,,,2692
4370,Tregony,Queensland,Warwick,QLD,,,,,,,,,2693
4370,Upper Freestone,Queensland,Warwick,QLD,,,,,,,,,2694
4370,Upper Wheatvale,Queensland,Warwick,QLD,,,,,,,,,2695
4370,Warwick,Queensland,Warwick,QLD,151.0,200.0,270.0,,,255.0,263.0,330.0,2696
4370,Wheatvale,Queensland,Warwick,QLD,,,,,,,,,2697
4370,Wildash,Queensland,Warwick,QLD,,,,,,,,,2698
4370,Willowvale,Queensland,Warwick,QLD,,,,,,,,,2699
4370,Wiyarra,Queensland,Warwick,QLD,,,,,,,,,2700
4370,Womina,Queensland,Warwick,QLD,,,,,,,,,2701
4371,Emu Vale,Queensland,Nrgsnane,QLD,,,,,,,,,2702
4371,Swanfels,Queensland,Nrgsnane,QLD,,,,,,,,,2703
4371,Yangan,Queensland,Nrgsnane,QLD,,,,,,,,,2704
4372,Tannymorel,Queensland,Warwick,QLD,,,,,,,,,2705
4373,Killarney,Queensland,Lrlslane,QLD,,,,,,,,,2706
4373,The Falls,Queensland,Lrlslane,QLD,,,,,,,,,2707
4373,The Head,Queensland,Lrlslane,QLD,,,,,,,,,2708
4374,Dalveen,Queensland,Lrvslane,QLD,,,,,,,,,2709
4375,Cottonvale,Queensland,Trtstane,QLD,,,,,,,,,2710
4375,Fleurbaix,Queensland,Trtstane,QLD,,,,,,,,,2711
4376,Thulimbah,Queensland,Er seane,QLD,,,,,,,,,2712
4377,Glen Niven,Queensland,Er seane,QLD,,,,,,,,,2713
4377,The Summit,Queensland,Er seane,QLD,,,,,,,,,2714
4378,Applethorpe,Queensland,Arnsaane,QLD,,,,,,,,,2715
4380,Broadwater,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2716
4380,Dalcouth,Queensland,Arnsaane,QLD,,,,,,,,,2717
4380,Eukey,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2718
4380,Glenlyon,Queensland,Arnsaane,QLD,,,,,,,,,2719
4380,Greenlands,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2720
4380,Kyoomba,Queensland,Arnsaane,QLD,,,,,,,,,2721
4380,Mingoola,Queensland,Arnsaane,QLD,,,,,,,,,2722
4380,Mount Tully,Queensland,Arnsaane,QLD,,,,,,,,,2723
4380,Nundubbermere,Queensland,Arnsaane,QLD,,,,,,,,,2724
4380,Pikedale,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2725
4380,Springdale,Queensland,Arnsaane,QLD,,,,,,,,,2726
4380,Stanthorpe,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2727
4380,Storm King,Queensland,Arnsaane,QLD,,,,,,,,,2728
4380,Sugarloaf,Queensland,Arnsaane,QLD,,223.0,,,,265.0,285.0,350.0,2729
4381,Glen Aplin,Queensland,Ernseane,QLD,,,,,,,,,2730
4382,Ballandean,Queensland,Lrlslane,QLD,,,,,,,,,2731
4382,Girraween,Queensland,Lrlslane,QLD,,,,,,,,,2732
4382,Somme,Queensland,Lrlslane,QLD,,,,,,,,,2733
4382,Wyberba,Queensland,Lrlslane,QLD,,,,,,,,,2734
4382,Wallangarra,Queensland,Lrlslane,QLD,,,,,,,,,2735
4384,Limevale,Queensland,Xrasxane,QLD,,,,,,,,,2736
4385,Beebo,Queensland,Xrasxane,QLD,,,,,,,,,2737
4385,Bonshaw,Queensland,Xrasxane,QLD,,,,,,,,,2738
4385,Glenarbon,Queensland,Xrasxane,QLD,,,,,,,,,2739
4385,Maidenhead,Queensland,Xrasxane,QLD,,,,,,,,,2740
4385,Riverton,Queensland,Xrasxane,QLD,,,,,,,,,2741
4385,Silver Spur,Queensland,Xrasxane,QLD,,,,,,,,,2742
4385,Smithlea,Queensland,Xrasxane,QLD,,,,,,,,,2743
4385,Texas,Queensland,Xrasxane,QLD,,,,,,,,,2744
4385,Watsons Crossing,Queensland,Xrasxane,QLD,,,,,,,,,2745
4387,Brush Creek,Queensland,Grlsgane,QLD,,,,,,,,,2746
4387,Bybera,Queensland,Grlsgane,QLD,,,,,,,,,2747
4387,Coolmunda,Queensland,Grlsgane,QLD,,,,,,,,,2748
4387,Greenup,Queensland,Grlsgane,QLD,,,,,,,,,2749
4387,Inglewood,Queensland,Grlsgane,QLD,,,,,,,240.0,,2750
4387,Mosquito Creek,Queensland,Grlsgane,QLD,,,,,,,,,2751
4387,Terrica,Queensland,Grlsgane,QLD,,,,,,,,,2752
4387,Warroo,Queensland,Grlsgane,QLD,,,,,,,,,2753
4387,Whetstone,Queensland,Grlsgane,QLD,,,,,,,,,2754
4388,Kurumbul,Queensland,Lraslane,QLD,,,,,,,,,2755
4388,Yelarbon,Queensland,Lraslane,QLD,,,,,,,,,2756
4390,Billa Billa,Queensland,Ornsoane,QLD,,,,,,,,,2757
4390,Calingunee,Queensland,Ornsoane,QLD,,,,,,,,,2758
4390,Callandoon,Queensland,Ornsoane,QLD,,,,,,,,,2759
4390,Goodar,Queensland,Ornsoane,QLD,,,,,,,,,2760
4390,Goondiwindi,Queensland,Ornsoane,QLD,,205.0,,,,,295.0,430.0,2761
4390,Kindon,Queensland,Ornsoane,QLD,,,,,,,,,2762
4390,Lundavra,Queensland,Ornsoane,QLD,,,,,,,,,2763
4390,Wondalli,Queensland,Ornsoane,QLD,,,,,,,,,2764
4390,Wyaga,Queensland,Ornsoane,QLD,,,,,,,,,2765
4390,Yagaburne,Queensland,Ornsoane,QLD,,,,,,,,,2766
4400,Kingsthorpe,Queensland,Nrgsnane,QLD,,,,,,,270.0,,2767
4401,Acland,Queensland,Kreskane,QLD,,,,,,,,,2768
4401,Aubigny,Queensland,Kreskane,QLD,,,,,,,,,2769
4401,Balgowan,Queensland,Kreskane,QLD,,,,,,,,,2770
4401,Biddeston,Queensland,Kreskane,QLD,,,,,,,,,2771
4401,Boodua,Queensland,Kreskane,QLD,,,,,,,,,2772
4401,Devon Park,Queensland,Kreskane,QLD,,,,,,,,,2773
4401,Greenwood,Queensland,Kreskane,QLD,,,,,,,,,2774
4401,Highland Plains,Queensland,Kreskane,QLD,,,,,,,,,2775
4401,Kelvinhaugh,Queensland,Kreskane,QLD,,,,,,,,,2776
4401,Mount Irving,Queensland,Kreskane,QLD,,,,,,,,,2777
4401,Muldu,Queensland,Kreskane,QLD,,,,,,,,,2778
4401,Oakey,Queensland,Kreskane,QLD,,213.0,,,,,255.0,340.0,2779
4401,Rosalie Plains,Queensland,Kreskane,QLD,,,,,,,,,2780
4401,Sabine,Queensland,Kreskane,QLD,,,,,,,,,2781
4401,Silverleigh,Queensland,Kreskane,QLD,,,,,,,,,2782
4401,Yargullen,Queensland,Kreskane,QLD,,,,,,,,,2783
4402,Cooyar,Queensland,Orysoane,QLD,,,,,,,,,2784
4402,Kooralgin,Queensland,Orysoane,QLD,,,,,,,,,2785
4402,Upper Cooyar Creek,Queensland,Orysoane,QLD,,,,,,,,,2786
4403,Brymaroo,Queensland,Nrdsnane,QLD,,,,,,,,,2787
4403,Jondaryan,Queensland,Nrdsnane,QLD,,,,,,,,,2788
4403,Malu,Queensland,Nrdsnane,QLD,,,,,,,,,2789
4403,Mount Moriah,Queensland,Nrdsnane,QLD,,,,,,,,,2790
4403,Quinalow,Queensland,Nrdsnane,QLD,,,,,,,,,2791
4403,West Prairie,Queensland,Nrdsnane,QLD,,,,,,,,,2792
4404,Bowenville,Queensland,Wreswane,QLD,,,,,,,,,2793
4404,Formartin,Queensland,Wreswane,QLD,,,,,,,,,2794
4404,Irvingdale,Queensland,Wreswane,QLD,,,,,,,,,2795
4404,Wainui,Queensland,Wreswane,QLD,,,,,,,,,2796
4405,Blaxland,Queensland,Lrbslane,QLD,,,,,,,,,2797
4405,Bunya Mountains,Queensland,Lrbslane,QLD,,,,,,,,,2798
4405,Dalby,Queensland,Lrbslane,QLD,150.0,193.0,,,,210.0,250.0,320.0,2799
4405,Ducklo,Queensland,Lrbslane,QLD,,,,,,,,,2800
4405,Grassdale,Queensland,Lrbslane,QLD,,,,,,,,,2801
4405,Marmadua,Queensland,Lrbslane,QLD,,,,,,,,,2802
4405,Pirrinuan,Queensland,Lrbslane,QLD,,,,,,,,,2803
4405,Ranges Bridge,Queensland,Lrbslane,QLD,,,,,,,,,2804
4405,St Ruth,Queensland,Lrbslane,QLD,,,,,,,,,2805
4405,Tipton,Queensland,Lrbslane,QLD,,,,,,,,,2806
4405,Weranga,Queensland,Lrbslane,QLD,,,,,,,,,2807
4406,Boondandilla,Queensland,Lrbslane,QLD,,,,,,,,,2808
4406,Hannaford,Queensland,Lrbslane,QLD,,,,,,,,,2809
4406,Jimbour,Queensland,Mrbsmane,QLD,,,,,,,,,2810
4406,Kaimkillenbun,Queensland,Irmsiane,QLD,,,,,,,,,2811
4406,Kogan,Queensland,Grasgane,QLD,,,,,,,,,2812
4406,Macalister,Queensland,Mrbsmane,QLD,,,,,,,,,2813
4406,Moonie,Queensland,Lrbslane,QLD,,,,,,,,,2814
4406,Southwood,Queensland,Lrbslane,QLD,,,,,,,,,2815
4406,The Gums,Queensland,Er seane,QLD,,,,,,,,,2816
4406,Weir River,Queensland,Lrbslane,QLD,,,,,,,,,2817
4407,Cattle Creek,Queensland,Criscane,QLD,,,,,,,,,2818
4407,Cecil Plains,Queensland,Criscane,QLD,,,,,,,,,2819
4407,Dunmore,Queensland,Criscane,QLD,,,,,,,,,2820
4407,Nangwee,Queensland,Criscane,QLD,,,,,,,,,2821
4408,Bell,Queensland,Lrlslane,QLD,,,,,,,,,2822
4410,Jandowae,Queensland,Nrdsnane,QLD,,,,,,,,,2823
4411,Warra,Queensland,Rrrsrane,QLD,,,,,,,,,2824
4412,Brigalow,Queensland,Irgsiane,QLD,,,,,,,,,2825
4413,Baking Board,Queensland,Irnsiane,QLD,,,,,,,,,2826
4413,Boonarga,Queensland,Irnsiane,QLD,,,,,,,,,2827
4413,Burncluith,Queensland,Irnsiane,QLD,,,,,,,,,2828
4413,Canaga,Queensland,Irnsiane,QLD,,,,,,,,,2829
4413,Chances Plain,Queensland,Irnsiane,QLD,,,,,,,,,2830
4413,Chinchilla,Queensland,Irnsiane,QLD,,150.0,180.0,,,,198.0,250.0,2831
4413,Durah,Queensland,Irnsiane,QLD,,,,,,,,,2832
4413,Hopeland,Queensland,Irnsiane,QLD,,,,,,,,,2833
4413,Wieambilla,Queensland,Irnsiane,QLD,,,,,,,,,2834
4415,Columboola,Queensland,Lreslane,QLD,,,,,,,,,2835
4415,Dalwogan,Queensland,Lreslane,QLD,,,,,,,,,2836
4415,Gurulmundi,Queensland,Lreslane,QLD,,,,,,,,,2837
4415,Hookswood,Queensland,Lreslane,QLD,,,,,,,,,2838
4415,Kowguran,Queensland,Lreslane,QLD,,,,,,,,,2839
4415,Miles,Queensland,Lreslane,QLD,,150.0,200.0,,,,,223.0,2840
4415,Myall Park,Queensland,Lreslane,QLD,,,,,,,,,2841
4415,Pelham,Queensland,Lreslane,QLD,,,,,,,,,2842
4416,Barramornie,Queensland,Nrdsnane,QLD,,,,,,,,,2843
4416,Condamine,Queensland,Nrdsnane,QLD,,,,,,,,,2844
4416,Moraby,Queensland,Nrdsnane,QLD,,,,,,,,,2845
4416,Nangram,Queensland,Nrdsnane,QLD,,,,,,,,,2846
4416,Pine Hills,Queensland,Nrdsnane,QLD,,,,,,,,,2847
4416,Sunnyside,Queensland,Nrdsnane,QLD,,,,,,,,,2848
4416,Yulabilla,Queensland,Nrdsnane,QLD,,,,,,,,,2849
4417,Noorindoo,Queensland,Rrasrane,QLD,,,,,,,,,2850
4417,Oberina,Queensland,Mrasmane,QLD,,,,,,,,,2851
4417,Parknook,Queensland,Rrasrane,QLD,,,,,,,,,2852
4417,Surat,Queensland,Rrasrane,QLD,,,,,,,,,2853
4417,Warkon,Queensland,Lreslane,QLD,,,,,,,,,2854
4417,Wellesley,Queensland,Rrasrane,QLD,,,,,,,,,2855
4417,Weribone,Queensland,Rrasrane,QLD,,,,,,,,,2856
4418,Guluguba,Queensland,Lruslane,QLD,,,,,,,,,2857
4419,Cockatoo,Queensland,Nrdsnane,QLD,,,,,,,,,2858
4419,Grosmont,Queensland,Nrdsnane,QLD,,,,,,,,,2859
4419,Wandoan,Queensland,Nrdsnane,QLD,,,,,,,,,2860
4420,Broadmere,Queensland,Gold Coast,QLD,,,,,,,,,2861
4420,Coorada,Queensland,Gold Coast,QLD,,,,,,,,,2862
4420,Ghinghinda,Queensland,Gold Coast,QLD,,,,,,,,,2863
4420,Glenhaughton,Queensland,Gold Coast,QLD,,,,,,,,,2864
4420,Gwambegwine,Queensland,Gold Coast,QLD,,,,,,,,,2865
4420,Hornet Bank,Queensland,Gold Coast,QLD,,,,,,,,,2866
4420,Peek-A-Doo,Queensland,Gold Coast,QLD,,,,,,,,,2867
4420,Taroom,Queensland,Gold Coast,QLD,,,,,,,,,2868
4421,Goranba,Queensland,Gold Coast,QLD,,,,,,,,,2869
4421,Tara,Queensland,Gold Coast,QLD,,,,,,,,,2870
4422,Coomrith,Queensland,Gold Coast,QLD,,,,,,,,,2871
4422,Flinton,Queensland,Gold Coast,QLD,,,,,,,,,2872
4422,Inglestone,Queensland,Gold Coast,QLD,,,,,,,,,2873
4422,Meandarra,Queensland,Gold Coast,QLD,,,,,,,,,2874
4422,Westmar,Queensland,Gold Coast,QLD,,,,,,,,,2875
4423,Glenmorgan,Queensland,Gold Coast,QLD,,,,,,,,,2876
4423,Teelba,Queensland,Gold Coast,QLD,,,,,,,,,2877
4424,Drillham,Queensland,Gold Coast,QLD,,,,,,,,,2878
4424,Drillham South,Queensland,Gold Coast,QLD,,,,,,,,,2879
4424,Glenaubyn,Queensland,Gold Coast,QLD,,,,,,,,,2880
4425,Bogandilla,Queensland,Gold Coast,QLD,,,,,,,,,2881
4425,Dulacca,Queensland,Gold Coast,QLD,,,,,,,,,2882
4426,Jackson,Queensland,Gold Coast,QLD,,,,,,,,,2883
4426,Jackson North,Queensland,Gold Coast,QLD,,,,,,,,,2884
4426,Jackson South,Queensland,Gold Coast,QLD,,,,,,,,,2885
4427,Clifford,Queensland,Gold Coast,QLD,,,,,,,,,2886
4427,Yuleba,Queensland,Gold Coast,QLD,,,,,,,,,2887
4427,Yuleba North,Queensland,Gold Coast,QLD,,,,,,,,,2888
4427,Yuleba South,Queensland,Gold Coast,QLD,,,,,,,,,2889
4428,Pickanjinnie,Queensland,Gold Coast,QLD,,,,,,,,,2890
4428,Wallumbilla,Queensland,Gold Coast,QLD,,,,,,,,,2891
4428,Wallumbilla North,Queensland,Gold Coast,QLD,,,,,,,,,2892
4428,Wallumbilla South,Queensland,Gold Coast,QLD,,,,,,,,,2893
4454,Baffle West,Queensland,Jrusjane,QLD,,,,,,,,,2894
4454,Beilba,Queensland,Jrusjane,QLD,,,,,,,,,2895
4454,Durham Downs,Queensland,Jrusjane,QLD,,,,,,,,,2896
4454,Hutton Creek,Queensland,Jrusjane,QLD,,,,,,,,,2897
4454,Injune,Queensland,Jrusjane,QLD,,,,,,,,,2898
4454,Mount Hutton,Queensland,Jrusjane,QLD,,,,,,,,,2899
4454,Pony Hills,Queensland,Jrusjane,QLD,,,,,,,,,2900
4454,Simmie,Queensland,Jrusjane,QLD,,,,,,,,,2901
4454,Upper Dawson,Queensland,Jrusjane,QLD,,,,,,,,,2902
4454,Westgrove,Queensland,Jrusjane,QLD,,,,,,,,,2903
4455,Ballaroo,Queensland,Mrasmane,QLD,,,,,,,,,2904
4455,Blythdale,Queensland,Mrasmane,QLD,,,,,,,,,2905
4455,Bungeworgorai,Queensland,Mrasmane,QLD,,,,,,,,,2906
4455,Bungil,Queensland,Mrasmane,QLD,,,,,,,,,2907
4455,Bymount,Queensland,Mrasmane,QLD,,,,,,,,,2908
4455,Cornwall,Queensland,Mrasmane,QLD,,,,,,,,,2909
4455,Dargal Road,Queensland,Mrasmane,QLD,,,,,,,,,2910
4455,Eumamurrin,Queensland,Mrasmane,QLD,,,,,,,,,2911
4455,Euthulla,Queensland,Mrasmane,QLD,,,,,,,,,2912
4455,Gunnewin,Queensland,Mrasmane,QLD,,,,,,,,,2913
4455,Hodgson,Queensland,Mrasmane,QLD,,,,,,,,,2914
4455,Mooga,Queensland,Mrasmane,QLD,,,,,,,,,2915
4455,Mount Abundance,Queensland,Mrasmane,QLD,,,,,,,,,2916
4455,Mount Bindango,Queensland,Mrasmane,QLD,,,,,,,,,2917
4455,Orallo,Queensland,Mrasmane,QLD,,,,,,,,,2918
4455,Orange Hill,Queensland,Mrasmane,QLD,,,,,,,,,2919
4455,Roma,Queensland,Mrasmane,QLD,,150.0,218.0,,,150.0,210.0,300.0,2920
4455,Tingun,Queensland,Mrasmane,QLD,280.0,355.0,430.0,,,370.0,450.0,515.0,2921
4455,Wycombe,Queensland,Mrasmane,QLD,,,,,,,,,2922
4461,Muckadilla,Queensland,Crkscane,QLD,,,,,,,,,2923
4462,Amby,Queensland,Brysbane,QLD,,,,,,,,,2924
4465,Dunkeld,Queensland,Trcstane,QLD,,,,,,,,,2925
4465,Forestvale,Queensland,Trcstane,QLD,,,,,,,,,2926
4465,Mitchell,Queensland,Trcstane,QLD,,,,,,,,,2927
4465,V Gate,Queensland,Trcstane,QLD,,,,,,,,,2928
4465,Womalilla,Queensland,Trcstane,QLD,,,,,,,,,2929
4467,Mungallala,Queensland,Nrgsnane,QLD,,,,,,,,,2930
4467,Redford,Queensland,Nrgsnane,QLD,,,,,,,,,2931
4467,Tyrconnel,Queensland,Nrgsnane,QLD,,,,,,,,,2932
4468,Clara Creek,Queensland,Rrvsrane,QLD,,,,,,,,,2933
4468,Morven,Queensland,Rrvsrane,QLD,,,,,,,,,2934
4470,Bakers Bend,Queensland,Arrsaane,QLD,,,,,,,,,2935
4470,Charleville,Queensland,Arrsaane,QLD,,,,,,,,,2936
4470,Gowrie Station,Queensland,Arrsaane,QLD,,,,,,,,,2937
4470,Langlo,Queensland,Arrsaane,QLD,,,,,,,,,2938
4470,Murweh,Queensland,Arrsaane,QLD,,,,,,,,,2939
4470,Riversleigh,Queensland,Arrsaane,QLD,,,,,,,,,2940
4471,Claverton,Queensland,Arrsaane,QLD,,,,,,,,,2941
4471,Nardoo Siding,Queensland,Arrsaane,QLD,,,,,,,,,2942
4472,Blackall,Queensland,Arcsaane,QLD,,,,,,,,,2943
4472,Mount Enniskillen,Queensland,Arcsaane,QLD,,,,,,,,,2944
4474,Adavale,Queensland,Irlsiane,QLD,,,,,,,,,2945
4475,Cheepie,Queensland,Ereseane,QLD,,,,,,,,,2946
4477,Augathella,Queensland,Grasgane,QLD,,,,,,,,,2947
4477,Upper Warrego,Queensland,Grasgane,QLD,,,,,,,,,2948
4478,Bayrick,Queensland,Mrbsmane,QLD,,,,,,,,,2949
4478,Caldervale,Queensland,Mrbsmane,QLD,,,,,,,,,2950
4478,Lansdowne,Queensland,Mrbsmane,QLD,,,,,,,,,2951
4478,Lumeah,Queensland,Mrbsmane,QLD,,,,,,,,,2952
4478,Macfarlane,Queensland,Mrbsmane,QLD,,,,,,,,,2953
4478,Minnie Downs,Queensland,Mrbsmane,QLD,,,,,,,,,2954
4478,Scrubby Creek,Queensland,Mrbsmane,QLD,,,,,,,,,2955
4478,Tambo,Queensland,Mrbsmane,QLD,,,,,,,,,2956
4478,Windeyer,Queensland,Mrbsmane,QLD,,,,,,,,,2957
4478,Yandarlo,Queensland,Mrbsmane,QLD,,,,,,,,,2958
4479,Cooladdi,Queensland,Orlsoane,QLD,,,,,,,,,2959
4480,Eromanga,Queensland,Ormsoane,QLD,,,,,,,,,2960
4480,Quilpie,Queensland,Irlsiane,QLD,,,,,,,,,2961
4481,Farrars Creek,Queensland,Nrdsnane,QLD,,,,,,,,,2962
4481,Tanbar,Queensland,Nrdsnane,QLD,,,,,,,,,2963
4481,Windorah,Queensland,Nrdsnane,QLD,,,,,,,,,2964
4482,Birdsville,Queensland,Rrdsrane,QLD,,,,,,,,,2965
4486,Dirranbandi,Queensland,Rrrsrane,QLD,,,,,,,,,2966
4486,Hebel,Queensland,Rrrsrane,QLD,,,,,,,,,2967
4487,Begonia,Queensland,Irnsiane,QLD,,,,,,,,,2968
4487,St George,Queensland,Irnsiane,QLD,,,,,,,,,2969
4488,Bollon,Queensland,Lrlslane,QLD,,,,,,,,,2970
4488,Nebine,Queensland,Lrlslane,QLD,,,,,,,,,2971
4489,Wyandra,Queensland,Arnsaane,QLD,,,,,,,,,2972
4490,Barringun,Queensland,Nrnsnane,QLD,,,,,,,,,2973
4490,Coongoola,Queensland,Nrnsnane,QLD,,,,,,,,,2974
