,,,0
11,Q3,Theft (excluding Motor Vehicles),2.0
11,Q3,Robbery,0.0
11,Q3,Road fatality,0.0
11,Q3,Road collision with injury,3.0
11,Q3,Traffic Infringement Notices,12.0
11,Q3,Property damage,4.0
11,Q3,Other offences,13.0
11,Q3,suburb,
11,Q3,district,
11,Q4,Homicide,0.0
11,Q4,Assault,0.0
11,Q4,Sexual assault,0.0
11,Q4,Offences against a person,0.0
11,Q4,Burglary,2.0
11,Q4,Motor vehicle theft,1.0
11,Q4,Theft (excluding Motor Vehicles),9.0
11,Q4,Robbery,0.0
11,Q4,Road fatality,0.0
11,Q4,Road collision with injury,0.0
11,Q4,Traffic Infringement Notices,16.0
11,Q4,Property damage,5.0
11,Q4,Other offences,14.0
11,Q4,suburb,
11,Q4,district,
11,Quarter,Homicide,
11,Quarter,Assault,
11,Quarter,Sexual assault,
11,Quarter,Offences against a person,
11,Quarter,Burglary,
11,Quarter,Motor vehicle theft,
11,Quarter,Theft (excluding Motor Vehicles),
11,Quarter,Robbery,
11,Quarter,Road fatality,
11,Quarter,Road collision with injury,
11,Quarter,Traffic Infringement Notices,
11,Quarter,Property damage,
11,Quarter,Other offences,
11,Quarter,suburb,Giralang
11,Quarter,district,
12,Q1,Homicide,0.0
12,Q1,Assault,0.0
12,Q1,Sexual assault,1.0
12,Q1,Offences against a person,0.0
12,Q1,Burglary,2.0
12,Q1,Motor vehicle theft,1.0
12,Q1,Theft (excluding Motor Vehicles),25.0
12,Q1,Robbery,0.0
12,Q1,Road fatality,0.0
12,Q1,Road collision with injury,2.0
12,Q1,Traffic Infringement Notices,34.0
12,Q1,Property damage,6.0
12,Q1,Other offences,16.0
12,Q1,suburb,
12,Q1,district,
12,Q2,Homicide,0.0
12,Q2,Assault,2.0
12,Q2,Sexual assault,0.0
12,Q2,Offences against a person,2.0
12,Q2,Burglary,2.0
12,Q2,Motor vehicle theft,5.0
12,Q2,Theft (excluding Motor Vehicles),31.0
12,Q2,Robbery,0.0
12,Q2,Road fatality,0.0
12,Q2,Road collision with injury,1.0
12,Q2,Traffic Infringement Notices,24.0
12,Q2,Property damage,11.0
12,Q2,Other offences,13.0
12,Q2,suburb,
12,Q2,district,
12,Q3,Homicide,0.0
12,Q3,Assault,5.0
12,Q3,Sexual assault,0.0
12,Q3,Offences against a person,0.0
12,Q3,Burglary,5.0
12,Q3,Motor vehicle theft,4.0
12,Q3,Theft (excluding Motor Vehicles),33.0
12,Q3,Robbery,0.0
12,Q3,Road fatality,0.0
12,Q3,Road collision with injury,2.0
12,Q3,Traffic Infringement Notices,61.0
12,Q3,Property damage,7.0
12,Q3,Other offences,18.0
12,Q3,suburb,
12,Q3,district,
12,Q4,Homicide,0.0
12,Q4,Assault,0.0
12,Q4,Sexual assault,1.0
12,Q4,Offences against a person,0.0
12,Q4,Burglary,2.0
12,Q4,Motor vehicle theft,1.0
12,Q4,Theft (excluding Motor Vehicles),25.0
12,Q4,Robbery,0.0
12,Q4,Road fatality,0.0
12,Q4,Road collision with injury,2.0
12,Q4,Traffic Infringement Notices,34.0
12,Q4,Property damage,6.0
12,Q4,Other offences,16.0
12,Q4,suburb,
12,Q4,district,
12,Quarter,Homicide,
12,Quarter,Assault,
12,Quarter,Sexual assault,
12,Quarter,Offences against a person,
12,Quarter,Burglary,
12,Quarter,Motor vehicle theft,
12,Quarter,Theft (excluding Motor Vehicles),
12,Quarter,Robbery,
12,Quarter,Road fatality,
12,Quarter,Road collision with injury,
12,Quarter,Traffic Infringement Notices,
12,Quarter,Property damage,
12,Quarter,Other offences,
12,Quarter,suburb,Hawker
12,Quarter,district,
13,Q1,Homicide,0.0
13,Q1,Assault,2.0
13,Q1,Sexual assault,3.0
13,Q1,Offences against a person,0.0
13,Q1,Burglary,0.0
13,Q1,Motor vehicle theft,4.0
13,Q1,Theft (excluding Motor Vehicles),4.0
13,Q1,Robbery,0.0
13,Q1,Road fatality,0.0
13,Q1,Road collision with injury,0.0
13,Q1,Traffic Infringement Notices,26.0
13,Q1,Property damage,2.0
13,Q1,Other offences,22.0
13,Q1,suburb,
13,Q1,district,
13,Q2,Homicide,0.0
13,Q2,Assault,4.0
13,Q2,Sexual assault,0.0
13,Q2,Offences against a person,0.0
13,Q2,Burglary,2.0
13,Q2,Motor vehicle theft,2.0
13,Q2,Theft (excluding Motor Vehicles),6.0
13,Q2,Robbery,0.0
13,Q2,Road fatality,0.0
13,Q2,Road collision with injury,4.0
13,Q2,Traffic Infringement Notices,8.0
13,Q2,Property damage,6.0
13,Q2,Other offences,35.0
13,Q2,suburb,
13,Q2,district,
13,Q3,Homicide,0.0
13,Q3,Assault,3.0
13,Q3,Sexual assault,0.0
13,Q3,Offences against a person,0.0
13,Q3,Burglary,0.0
13,Q3,Motor vehicle theft,0.0
13,Q3,Theft (excluding Motor Vehicles),9.0
13,Q3,Robbery,0.0
13,Q3,Road fatality,0.0
13,Q3,Road collision with injury,1.0
13,Q3,Traffic Infringement Notices,11.0
13,Q3,Property damage,5.0
13,Q3,Other offences,14.0
13,Q3,suburb,
13,Q3,district,
13,Q4,Homicide,0.0
13,Q4,Assault,2.0
13,Q4,Sexual assault,3.0
13,Q4,Offences against a person,0.0
13,Q4,Burglary,0.0
13,Q4,Motor vehicle theft,4.0
13,Q4,Theft (excluding Motor Vehicles),4.0
13,Q4,Robbery,0.0
13,Q4,Road fatality,0.0
13,Q4,Road collision with injury,0.0
13,Q4,Traffic Infringement Notices,26.0
13,Q4,Property damage,2.0
13,Q4,Other offences,22.0
13,Q4,suburb,
13,Q4,district,
13,Quarter,Homicide,
13,Quarter,Assault,
13,Quarter,Sexual assault,
13,Quarter,Offences against a person,
13,Quarter,Burglary,
13,Quarter,Motor vehicle theft,
13,Quarter,Theft (excluding Motor Vehicles),
13,Quarter,Robbery,
13,Quarter,Road fatality,
13,Quarter,Road collision with injury,
13,Quarter,Traffic Infringement Notices,
13,Quarter,Property damage,
13,Quarter,Other offences,
13,Quarter,suburb,Higgins
13,Quarter,district,
14,Q1,Homicide,0.0
14,Q1,Assault,8.0
14,Q1,Sexual assault,1.0
14,Q1,Offences against a person,0.0
14,Q1,Burglary,7.0
14,Q1,Motor vehicle theft,3.0
14,Q1,Theft (excluding Motor Vehicles),32.0
14,Q1,Robbery,0.0
14,Q1,Road fatality,0.0
14,Q1,Road collision with injury,2.0
14,Q1,Traffic Infringement Notices,64.0
14,Q1,Property damage,18.0
14,Q1,Other offences,52.0
14,Q1,suburb,
14,Q1,district,
14,Q2,Homicide,0.0
14,Q2,Assault,7.0
14,Q2,Sexual assault,2.0
14,Q2,Offences against a person,1.0
14,Q2,Burglary,3.0
14,Q2,Motor vehicle theft,5.0
14,Q2,Theft (excluding Motor Vehicles),48.0
14,Q2,Robbery,1.0
14,Q2,Road fatality,0.0
14,Q2,Road collision with injury,0.0
14,Q2,Traffic Infringement Notices,38.0
14,Q2,Property damage,29.0
14,Q2,Other offences,69.0
14,Q2,suburb,
14,Q2,district,
14,Q3,Homicide,0.0
14,Q3,Assault,13.0
14,Q3,Sexual assault,1.0
14,Q3,Offences against a person,1.0
14,Q3,Burglary,6.0
14,Q3,Motor vehicle theft,9.0
14,Q3,Theft (excluding Motor Vehicles),43.0
14,Q3,Robbery,1.0
14,Q3,Road fatality,0.0
14,Q3,Road collision with injury,2.0
14,Q3,Traffic Infringement Notices,85.0
14,Q3,Property damage,23.0
14,Q3,Other offences,57.0
14,Q3,suburb,
14,Q3,district,
14,Q4,Homicide,0.0
14,Q4,Assault,8.0
14,Q4,Sexual assault,1.0
14,Q4,Offences against a person,0.0
14,Q4,Burglary,7.0
14,Q4,Motor vehicle theft,3.0
14,Q4,Theft (excluding Motor Vehicles),32.0
14,Q4,Robbery,0.0
14,Q4,Road fatality,0.0
14,Q4,Road collision with injury,2.0
14,Q4,Traffic Infringement Notices,64.0
14,Q4,Property damage,18.0
14,Q4,Other offences,52.0
14,Q4,suburb,
14,Q4,district,
14,Quarter,Homicide,
14,Quarter,Assault,
14,Quarter,Sexual assault,
14,Quarter,Offences against a person,
14,Quarter,Burglary,
14,Quarter,Motor vehicle theft,
14,Quarter,Theft (excluding Motor Vehicles),
14,Quarter,Robbery,
14,Quarter,Road fatality,
14,Quarter,Road collision with injury,
14,Quarter,Traffic Infringement Notices,
14,Quarter,Property damage,
14,Quarter,Other offences,
14,Quarter,suburb,Holt
14,Quarter,district,
15,Q1,Homicide,0.0
15,Q1,Assault,6.0
15,Q1,Sexual assault,2.0
15,Q1,Offences against a person,0.0
15,Q1,Burglary,4.0
15,Q1,Motor vehicle theft,1.0
15,Q1,Theft (excluding Motor Vehicles),26.0
15,Q1,Robbery,1.0
15,Q1,Road fatality,0.0
15,Q1,Road collision with injury,0.0
15,Q1,Traffic Infringement Notices,37.0
15,Q1,Property damage,15.0
15,Q1,Other offences,31.0
15,Q1,suburb,
15,Q1,district,
15,Q2,Homicide,0.0
15,Q2,Assault,6.0
15,Q2,Sexual assault,1.0
15,Q2,Offences against a person,1.0
15,Q2,Burglary,2.0
15,Q2,Motor vehicle theft,1.0
15,Q2,Theft (excluding Motor Vehicles),20.0
15,Q2,Robbery,0.0
15,Q2,Road fatality,0.0
15,Q2,Road collision with injury,3.0
15,Q2,Traffic Infringement Notices,26.0
15,Q2,Property damage,12.0
15,Q2,Other offences,21.0
15,Q2,suburb,
15,Q2,district,
15,Q3,Homicide,0.0
15,Q3,Assault,3.0
15,Q3,Sexual assault,2.0
15,Q3,Offences against a person,1.0
15,Q3,Burglary,3.0
15,Q3,Motor vehicle theft,2.0
15,Q3,Theft (excluding Motor Vehicles),6.0
15,Q3,Robbery,1.0
15,Q3,Road fatality,0.0
15,Q3,Road collision with injury,1.0
15,Q3,Traffic Infringement Notices,45.0
15,Q3,Property damage,4.0
15,Q3,Other offences,7.0
15,Q3,suburb,
15,Q3,district,
15,Q4,Homicide,0.0
15,Q4,Assault,6.0
15,Q4,Sexual assault,2.0
15,Q4,Offences against a person,0.0
15,Q4,Burglary,4.0
15,Q4,Motor vehicle theft,1.0
15,Q4,Theft (excluding Motor Vehicles),26.0
15,Q4,Robbery,1.0
15,Q4,Road fatality,0.0
15,Q4,Road collision with injury,0.0
15,Q4,Traffic Infringement Notices,37.0
15,Q4,Property damage,15.0
15,Q4,Other offences,31.0
15,Q4,suburb,
15,Q4,district,
15,Quarter,Homicide,
15,Quarter,Assault,
15,Quarter,Sexual assault,
15,Quarter,Offences against a person,
15,Quarter,Burglary,
15,Quarter,Motor vehicle theft,
15,Quarter,Theft (excluding Motor Vehicles),
15,Quarter,Robbery,
15,Quarter,Road fatality,
15,Quarter,Road collision with injury,
15,Quarter,Traffic Infringement Notices,
15,Quarter,Property damage,
15,Quarter,Other offences,
15,Quarter,suburb,Kaleen
15,Quarter,district,
16,Q1,Homicide,0.0
16,Q1,Assault,6.0
16,Q1,Sexual assault,0.0
16,Q1,Offences against a person,3.0
16,Q1,Burglary,1.0
16,Q1,Motor vehicle theft,1.0
16,Q1,Theft (excluding Motor Vehicles),10.0
16,Q1,Robbery,0.0
16,Q1,Road fatality,0.0
16,Q1,Road collision with injury,0.0
16,Q1,Traffic Infringement Notices,11.0
16,Q1,Property damage,8.0
16,Q1,Other offences,13.0
16,Q1,suburb,
16,Q1,district,
16,Q2,Homicide,0.0
16,Q2,Assault,1.0
16,Q2,Sexual assault,0.0
16,Q2,Offences against a person,0.0
16,Q2,Burglary,3.0
16,Q2,Motor vehicle theft,0.0
16,Q2,Theft (excluding Motor Vehicles),5.0
16,Q2,Robbery,1.0
16,Q2,Road fatality,0.0
16,Q2,Road collision with injury,1.0
16,Q2,Traffic Infringement Notices,19.0
16,Q2,Property damage,2.0
16,Q2,Other offences,20.0
16,Q2,suburb,
16,Q2,district,
16,Q3,Homicide,0.0
16,Q3,Assault,0.0
16,Q3,Sexual assault,0.0
16,Q3,Offences against a person,0.0
16,Q3,Burglary,1.0
16,Q3,Motor vehicle theft,0.0
16,Q3,Theft (excluding Motor Vehicles),6.0
16,Q3,Robbery,0.0
16,Q3,Road fatality,0.0
16,Q3,Road collision with injury,1.0
16,Q3,Traffic Infringement Notices,22.0
16,Q3,Property damage,6.0
16,Q3,Other offences,15.0
16,Q3,suburb,
16,Q3,district,
16,Q4,Homicide,0.0
16,Q4,Assault,6.0
16,Q4,Sexual assault,0.0
16,Q4,Offences against a person,3.0
16,Q4,Burglary,1.0
16,Q4,Motor vehicle theft,1.0
16,Q4,Theft (excluding Motor Vehicles),10.0
16,Q4,Robbery,0.0
16,Q4,Road fatality,0.0
16,Q4,Road collision with injury,0.0
16,Q4,Traffic Infringement Notices,11.0
16,Q4,Property damage,8.0
16,Q4,Other offences,13.0
16,Q4,suburb,
16,Q4,district,
16,Quarter,Homicide,
16,Quarter,Assault,
16,Quarter,Sexual assault,
16,Quarter,Offences against a person,
16,Quarter,Burglary,
16,Quarter,Motor vehicle theft,
16,Quarter,Theft (excluding Motor Vehicles),
16,Quarter,Robbery,
16,Quarter,Road fatality,
16,Quarter,Road collision with injury,
16,Quarter,Traffic Infringement Notices,
16,Quarter,Property damage,
16,Quarter,Other offences,
16,Quarter,suburb,Latham
16,Quarter,district,
17,Q1,Homicide,0.0
17,Q1,Assault,0.0
17,Q1,Sexual assault,0.0
17,Q1,Offences against a person,0.0
17,Q1,Burglary,2.0
17,Q1,Motor vehicle theft,0.0
17,Q1,Theft (excluding Motor Vehicles),1.0
17,Q1,Robbery,0.0
17,Q1,Road fatality,0.0
17,Q1,Road collision with injury,0.0
17,Q1,Traffic Infringement Notices,8.0
17,Q1,Property damage,2.0
17,Q1,Other offences,1.0
17,Q1,suburb,
17,Q1,district,
17,Q2,Homicide,0.0
17,Q2,Assault,0.0
17,Q2,Sexual assault,0.0
17,Q2,Offences against a person,0.0
17,Q2,Burglary,0.0
17,Q2,Motor vehicle theft,2.0
17,Q2,Theft (excluding Motor Vehicles),2.0
17,Q2,Robbery,0.0
17,Q2,Road fatality,0.0
17,Q2,Road collision with injury,0.0
17,Q2,Traffic Infringement Notices,3.0
17,Q2,Property damage,2.0
17,Q2,Other offences,0.0
17,Q2,suburb,
17,Q2,district,
17,Q3,Homicide,0.0
17,Q3,Assault,0.0
17,Q3,Sexual assault,0.0
17,Q3,Offences against a person,0.0
17,Q3,Burglary,3.0
17,Q3,Motor vehicle theft,0.0
17,Q3,Theft (excluding Motor Vehicles),2.0
17,Q3,Robbery,0.0
17,Q3,Road fatality,0.0
17,Q3,Road collision with injury,0.0
17,Q3,Traffic Infringement Notices,2.0
17,Q3,Property damage,2.0
17,Q3,Other offences,2.0
17,Q3,suburb,
17,Q3,district,
17,Q4,Homicide,0.0
17,Q4,Assault,0.0
17,Q4,Sexual assault,0.0
17,Q4,Offences against a person,0.0
17,Q4,Burglary,2.0
17,Q4,Motor vehicle theft,0.0
17,Q4,Theft (excluding Motor Vehicles),1.0
17,Q4,Robbery,0.0
17,Q4,Road fatality,0.0
17,Q4,Road collision with injury,0.0
17,Q4,Traffic Infringement Notices,8.0
17,Q4,Property damage,2.0
17,Q4,Other offences,1.0
17,Q4,suburb,
17,Q4,district,
17,Quarter,Homicide,
17,Quarter,Assault,
17,Quarter,Sexual assault,
17,Quarter,Offences against a person,
17,Quarter,Burglary,
17,Quarter,Motor vehicle theft,
17,Quarter,Theft (excluding Motor Vehicles),
17,Quarter,Robbery,
17,Quarter,Road fatality,
17,Quarter,Road collision with injury,
17,Quarter,Traffic Infringement Notices,
17,Quarter,Property damage,
17,Quarter,Other offences,
17,Quarter,suburb,Lawson
17,Quarter,district,
18,Q1,Homicide,0.0
18,Q1,Assault,8.0
18,Q1,Sexual assault,0.0
18,Q1,Offences against a person,0.0
18,Q1,Burglary,7.0
18,Q1,Motor vehicle theft,8.0
18,Q1,Theft (excluding Motor Vehicles),19.0
18,Q1,Robbery,0.0
18,Q1,Road fatality,0.0
18,Q1,Road collision with injury,2.0
18,Q1,Traffic Infringement Notices,13.0
18,Q1,Property damage,10.0
18,Q1,Other offences,42.0
18,Q1,suburb,
18,Q1,district,
18,Q2,Homicide,0.0
18,Q2,Assault,2.0
18,Q2,Sexual assault,1.0
18,Q2,Offences against a person,0.0
18,Q2,Burglary,3.0
18,Q2,Motor vehicle theft,11.0
18,Q2,Theft (excluding Motor Vehicles),26.0
18,Q2,Robbery,0.0
18,Q2,Road fatality,0.0
18,Q2,Road collision with injury,0.0
18,Q2,Traffic Infringement Notices,15.0
18,Q2,Property damage,12.0
18,Q2,Other offences,27.0
18,Q2,suburb,
18,Q2,district,
18,Q3,Homicide,0.0
18,Q3,Assault,5.0
18,Q3,Sexual assault,1.0
18,Q3,Offences against a person,1.0
18,Q3,Burglary,5.0
18,Q3,Motor vehicle theft,4.0
18,Q3,Theft (excluding Motor Vehicles),12.0
18,Q3,Robbery,0.0
18,Q3,Road fatality,0.0
18,Q3,Road collision with injury,0.0
18,Q3,Traffic Infringement Notices,20.0
18,Q3,Property damage,20.0
18,Q3,Other offences,41.0
18,Q3,suburb,
18,Q3,district,
18,Q4,Homicide,0.0
18,Q4,Assault,8.0
18,Q4,Sexual assault,0.0
18,Q4,Offences against a person,0.0
18,Q4,Burglary,7.0
18,Q4,Motor vehicle theft,8.0
18,Q4,Theft (excluding Motor Vehicles),19.0
18,Q4,Robbery,0.0
18,Q4,Road fatality,0.0
18,Q4,Road collision with injury,2.0
18,Q4,Traffic Infringement Notices,13.0
18,Q4,Property damage,10.0
18,Q4,Other offences,42.0
18,Q4,suburb,
18,Q4,district,
18,Quarter,Homicide,
18,Quarter,Assault,
18,Quarter,Sexual assault,
18,Quarter,Offences against a person,
18,Quarter,Burglary,
18,Quarter,Motor vehicle theft,
18,Quarter,Theft (excluding Motor Vehicles),
18,Quarter,Robbery,
18,Quarter,Road fatality,
18,Quarter,Road collision with injury,
18,Quarter,Traffic Infringement Notices,
18,Quarter,Property damage,
18,Quarter,Other offences,
18,Quarter,suburb,Macgregor
18,Quarter,district,
19,Q1,Homicide,0.0
19,Q1,Assault,7.0
19,Q1,Sexual assault,0.0
19,Q1,Offences against a person,1.0
19,Q1,Burglary,4.0
19,Q1,Motor vehicle theft,3.0
19,Q1,Theft (excluding Motor Vehicles),21.0
19,Q1,Robbery,1.0
19,Q1,Road fatality,0.0
19,Q1,Road collision with injury,0.0
19,Q1,Traffic Infringement Notices,31.0
19,Q1,Property damage,14.0
19,Q1,Other offences,5.0
19,Q1,suburb,
19,Q1,district,
19,Q2,Homicide,0.0
19,Q2,Assault,10.0
19,Q2,Sexual assault,4.0
19,Q2,Offences against a person,2.0
19,Q2,Burglary,3.0
19,Q2,Motor vehicle theft,2.0
19,Q2,Theft (excluding Motor Vehicles),20.0
19,Q2,Robbery,0.0
19,Q2,Road fatality,0.0
19,Q2,Road collision with injury,0.0
19,Q2,Traffic Infringement Notices,28.0
19,Q2,Property damage,8.0
19,Q2,Other offences,18.0
19,Q2,suburb,
19,Q2,district,
19,Q3,Homicide,0.0
19,Q3,Assault,6.0
19,Q3,Sexual assault,0.0
19,Q3,Offences against a person,0.0
19,Q3,Burglary,2.0
19,Q3,Motor vehicle theft,3.0
19,Q3,Theft (excluding Motor Vehicles),22.0
19,Q3,Robbery,0.0
19,Q3,Road fatality,0.0
19,Q3,Road collision with injury,3.0
19,Q3,Traffic Infringement Notices,46.0
19,Q3,Property damage,9.0
19,Q3,Other offences,21.0
19,Q3,suburb,
19,Q3,district,
19,Q4,Homicide,0.0
19,Q4,Assault,7.0
19,Q4,Sexual assault,0.0
19,Q4,Offences against a person,1.0
19,Q4,Burglary,4.0
19,Q4,Motor vehicle theft,3.0
19,Q4,Theft (excluding Motor Vehicles),21.0
19,Q4,Robbery,1.0
19,Q4,Road fatality,0.0
19,Q4,Road collision with injury,0.0
19,Q4,Traffic Infringement Notices,31.0
19,Q4,Property damage,14.0
19,Q4,Other offences,5.0
19,Q4,suburb,
19,Q4,district,
19,Quarter,Homicide,
19,Quarter,Assault,
19,Quarter,Sexual assault,
19,Quarter,Offences against a person,
19,Quarter,Burglary,
19,Quarter,Motor vehicle theft,
19,Quarter,Theft (excluding Motor Vehicles),
19,Quarter,Robbery,
19,Quarter,Road fatality,
19,Quarter,Road collision with injury,
19,Quarter,Traffic Infringement Notices,
19,Quarter,Property damage,
19,Quarter,Other offences,
19,Quarter,suburb,Macquarie
19,Quarter,district,
20,Q1,Homicide,0.0
20,Q1,Assault,6.0
20,Q1,Sexual assault,1.0
20,Q1,Offences against a person,2.0
20,Q1,Burglary,1.0
20,Q1,Motor vehicle theft,0.0
20,Q1,Theft (excluding Motor Vehicles),2.0
20,Q1,Robbery,0.0
20,Q1,Road fatality,0.0
20,Q1,Road collision with injury,0.0
20,Q1,Traffic Infringement Notices,8.0
20,Q1,Property damage,5.0
20,Q1,Other offences,10.0
20,Q1,suburb,
20,Q1,district,
20,Q2,Homicide,0.0
20,Q2,Assault,11.0
20,Q2,Sexual assault,0.0
20,Q2,Offences against a person,0.0
20,Q2,Burglary,3.0
20,Q2,Motor vehicle theft,2.0
20,Q2,Theft (excluding Motor Vehicles),8.0
20,Q2,Robbery,0.0
20,Q2,Road fatality,0.0
20,Q2,Road collision with injury,3.0
20,Q2,Traffic Infringement Notices,9.0
20,Q2,Property damage,3.0
20,Q2,Other offences,10.0
20,Q2,suburb,
20,Q2,district,
20,Q3,Homicide,0.0
20,Q3,Assault,3.0
20,Q3,Sexual assault,0.0
20,Q3,Offences against a person,5.0
20,Q3,Burglary,3.0
20,Q3,Motor vehicle theft,1.0
20,Q3,Theft (excluding Motor Vehicles),5.0
20,Q3,Robbery,0.0
20,Q3,Road fatality,0.0
20,Q3,Road collision with injury,0.0
20,Q3,Traffic Infringement Notices,11.0
20,Q3,Property damage,2.0
20,Q3,Other offences,11.0
20,Q3,suburb,
20,Q3,district,
20,Q4,Homicide,0.0
20,Q4,Assault,6.0
20,Q4,Sexual assault,1.0
20,Q4,Offences against a person,2.0
20,Q4,Burglary,1.0
20,Q4,Motor vehicle theft,0.0
20,Q4,Theft (excluding Motor Vehicles),2.0
20,Q4,Robbery,0.0
20,Q4,Road fatality,0.0
20,Q4,Road collision with injury,0.0
20,Q4,Traffic Infringement Notices,8.0
20,Q4,Property damage,5.0
20,Q4,Other offences,10.0
20,Q4,suburb,
20,Q4,district,
20,Quarter,Homicide,
20,Quarter,Assault,
20,Quarter,Sexual assault,
20,Quarter,Offences against a person,
20,Quarter,Burglary,
20,Quarter,Motor vehicle theft,
20,Quarter,Theft (excluding Motor Vehicles),
20,Quarter,Robbery,
20,Quarter,Road fatality,
20,Quarter,Road collision with injury,
20,Quarter,Traffic Infringement Notices,
20,Quarter,Property damage,
20,Quarter,Other offences,
20,Quarter,suburb,McKellar
20,Quarter,district,
21,Q1,Homicide,0.0
21,Q1,Assault,8.0
21,Q1,Sexual assault,0.0
21,Q1,Offences against a person,1.0
21,Q1,Burglary,2.0
21,Q1,Motor vehicle theft,2.0
21,Q1,Theft (excluding Motor Vehicles),12.0
21,Q1,Robbery,0.0
21,Q1,Road fatality,0.0
21,Q1,Road collision with injury,0.0
21,Q1,Traffic Infringement Notices,6.0
21,Q1,Property damage,4.0
21,Q1,Other offences,20.0
21,Q1,suburb,
21,Q1,district,
21,Q2,Homicide,0.0
21,Q2,Assault,1.0
21,Q2,Sexual assault,0.0
21,Q2,Offences against a person,0.0
21,Q2,Burglary,5.0
21,Q2,Motor vehicle theft,2.0
21,Q2,Theft (excluding Motor Vehicles),8.0
21,Q2,Robbery,1.0
21,Q2,Road fatality,0.0
21,Q2,Road collision with injury,0.0
21,Q2,Traffic Infringement Notices,11.0
21,Q2,Property damage,3.0
21,Q2,Other offences,10.0
21,Q2,suburb,
21,Q2,district,
21,Q3,Homicide,0.0
21,Q3,Assault,2.0
21,Q3,Sexual assault,1.0
21,Q3,Offences against a person,1.0
21,Q3,Burglary,5.0
21,Q3,Motor vehicle theft,1.0
21,Q3,Theft (excluding Motor Vehicles),10.0
21,Q3,Robbery,1.0
21,Q3,Road fatality,0.0
21,Q3,Road collision with injury,0.0
21,Q3,Traffic Infringement Notices,21.0
21,Q3,Property damage,5.0
21,Q3,Other offences,29.0
21,Q3,suburb,
21,Q3,district,
21,Q4,Homicide,0.0
21,Q4,Assault,8.0
21,Q4,Sexual assault,0.0
21,Q4,Offences against a person,1.0
21,Q4,Burglary,2.0
21,Q4,Motor vehicle theft,2.0
21,Q4,Theft (excluding Motor Vehicles),12.0
21,Q4,Robbery,0.0
21,Q4,Road fatality,0.0
21,Q4,Road collision with injury,0.0
21,Q4,Traffic Infringement Notices,6.0
21,Q4,Property damage,4.0
21,Q4,Other offences,20.0
21,Q4,suburb,
21,Q4,district,
21,Quarter,Homicide,
21,Quarter,Assault,
21,Quarter,Sexual assault,
21,Quarter,Offences against a person,
21,Quarter,Burglary,
21,Quarter,Motor vehicle theft,
21,Quarter,Theft (excluding Motor Vehicles),
21,Quarter,Robbery,
21,Quarter,Road fatality,
21,Quarter,Road collision with injury,
21,Quarter,Traffic Infringement Notices,
21,Quarter,Property damage,
21,Quarter,Other offences,
21,Quarter,suburb,Melba
21,Quarter,district,
22,Q1,Homicide,0.0
22,Q1,Assault,12.0
22,Q1,Sexual assault,1.0
22,Q1,Offences against a person,0.0
22,Q1,Burglary,1.0
22,Q1,Motor vehicle theft,3.0
22,Q1,Theft (excluding Motor Vehicles),5.0
22,Q1,Robbery,0.0
22,Q1,Road fatality,0.0
22,Q1,Road collision with injury,2.0
22,Q1,Traffic Infringement Notices,17.0
22,Q1,Property damage,8.0
22,Q1,Other offences,7.0
22,Q1,suburb,
22,Q1,district,
22,Q2,Homicide,0.0
22,Q2,Assault,4.0
22,Q2,Sexual assault,1.0
22,Q2,Offences against a person,0.0
22,Q2,Burglary,2.0
22,Q2,Motor vehicle theft,1.0
22,Q2,Theft (excluding Motor Vehicles),6.0
22,Q2,Robbery,0.0
22,Q2,Road fatality,0.0
22,Q2,Road collision with injury,1.0
22,Q2,Traffic Infringement Notices,7.0
22,Q2,Property damage,5.0
22,Q2,Other offences,19.0
22,Q2,suburb,
22,Q2,district,
22,Q3,Homicide,0.0
22,Q3,Assault,7.0
22,Q3,Sexual assault,1.0
22,Q3,Offences against a person,0.0
22,Q3,Burglary,2.0
22,Q3,Motor vehicle theft,3.0
22,Q3,Theft (excluding Motor Vehicles),4.0
22,Q3,Robbery,1.0
22,Q3,Road fatality,0.0
22,Q3,Road collision with injury,0.0
22,Q3,Traffic Infringement Notices,15.0
22,Q3,Property damage,14.0
22,Q3,Other offences,18.0
22,Q3,suburb,
22,Q3,district,
22,Q4,Homicide,0.0
22,Q4,Assault,12.0
22,Q4,Sexual assault,1.0
22,Q4,Offences against a person,0.0
22,Q4,Burglary,1.0
22,Q4,Motor vehicle theft,3.0
22,Q4,Theft (excluding Motor Vehicles),5.0
22,Q4,Robbery,0.0
22,Q4,Road fatality,0.0
22,Q4,Road collision with injury,2.0
22,Q4,Traffic Infringement Notices,17.0
22,Q4,Property damage,8.0
22,Q4,Other offences,7.0
