,,,0
70,Q3,Offences against a person,1.0
70,Q3,Burglary,4.0
70,Q3,Motor vehicle theft,1.0
70,Q3,Theft (excluding Motor Vehicles),2.0
70,Q3,Robbery,0.0
70,Q3,Road fatality,0.0
70,Q3,Road collision with injury,0.0
70,Q3,Traffic Infringement Notices,11.0
70,Q3,Property damage,5.0
70,Q3,Other offences,5.0
70,Q3,suburb,
70,Q3,district,
70,Q4,Homicide,0.0
70,Q4,Assault,0.0
70,Q4,Sexual assault,1.0
70,Q4,Offences against a person,1.0
70,Q4,Burglary,0.0
70,Q4,Motor vehicle theft,0.0
70,Q4,Theft (excluding Motor Vehicles),6.0
70,Q4,Robbery,0.0
70,Q4,Road fatality,0.0
70,Q4,Road collision with injury,1.0
70,Q4,Traffic Infringement Notices,7.0
70,Q4,Property damage,4.0
70,Q4,Other offences,4.0
70,Q4,suburb,
70,Q4,district,
70,Quarter,Homicide,
70,Quarter,Assault,
70,Quarter,Sexual assault,
70,Quarter,Offences against a person,
70,Quarter,Burglary,
70,Quarter,Motor vehicle theft,
70,Quarter,Theft (excluding Motor Vehicles),
70,Quarter,Robbery,
70,Quarter,Road fatality,
70,Quarter,Road collision with injury,
70,Quarter,Traffic Infringement Notices,
70,Quarter,Property damage,
70,Quarter,Other offences,
70,Quarter,suburb,Forrest
70,Quarter,district,
71,Q1,Homicide,0.0
71,Q1,Assault,2.0
71,Q1,Sexual assault,3.0
71,Q1,Offences against a person,0.0
71,Q1,Burglary,29.0
71,Q1,Motor vehicle theft,7.0
71,Q1,Theft (excluding Motor Vehicles),70.0
71,Q1,Robbery,2.0
71,Q1,Road fatality,0.0
71,Q1,Road collision with injury,5.0
71,Q1,Traffic Infringement Notices,76.0
71,Q1,Property damage,29.0
71,Q1,Other offences,51.0
71,Q1,suburb,
71,Q1,district,
71,Q2,Homicide,0.0
71,Q2,Assault,9.0
71,Q2,Sexual assault,0.0
71,Q2,Offences against a person,1.0
71,Q2,Burglary,23.0
71,Q2,Motor vehicle theft,11.0
71,Q2,Theft (excluding Motor Vehicles),90.0
71,Q2,Robbery,3.0
71,Q2,Road fatality,0.0
71,Q2,Road collision with injury,6.0
71,Q2,Traffic Infringement Notices,57.0
71,Q2,Property damage,23.0
71,Q2,Other offences,50.0
71,Q2,suburb,
71,Q2,district,
71,Q3,Homicide,0.0
71,Q3,Assault,4.0
71,Q3,Sexual assault,0.0
71,Q3,Offences against a person,0.0
71,Q3,Burglary,17.0
71,Q3,Motor vehicle theft,4.0
71,Q3,Theft (excluding Motor Vehicles),72.0
71,Q3,Robbery,0.0
71,Q3,Road fatality,0.0
71,Q3,Road collision with injury,1.0
71,Q3,Traffic Infringement Notices,84.0
71,Q3,Property damage,20.0
71,Q3,Other offences,64.0
71,Q3,suburb,
71,Q3,district,
71,Q4,Homicide,0.0
71,Q4,Assault,4.0
71,Q4,Sexual assault,4.0
71,Q4,Offences against a person,0.0
71,Q4,Burglary,23.0
71,Q4,Motor vehicle theft,11.0
71,Q4,Theft (excluding Motor Vehicles),58.0
71,Q4,Robbery,0.0
71,Q4,Road fatality,0.0
71,Q4,Road collision with injury,1.0
71,Q4,Traffic Infringement Notices,78.0
71,Q4,Property damage,32.0
71,Q4,Other offences,73.0
71,Q4,suburb,
71,Q4,district,
71,Quarter,Homicide,
71,Quarter,Assault,
71,Quarter,Sexual assault,
71,Quarter,Offences against a person,
71,Quarter,Burglary,
71,Quarter,Motor vehicle theft,
71,Quarter,Theft (excluding Motor Vehicles),
71,Quarter,Robbery,
71,Quarter,Road fatality,
71,Quarter,Road collision with injury,
71,Quarter,Traffic Infringement Notices,
71,Quarter,Property damage,
71,Quarter,Other offences,
71,Quarter,suburb,Fyshwick
71,Quarter,district,
72,Q1,Homicide,1.0
72,Q1,Assault,9.0
72,Q1,Sexual assault,0.0
72,Q1,Offences against a person,0.0
72,Q1,Burglary,27.0
72,Q1,Motor vehicle theft,4.0
72,Q1,Theft (excluding Motor Vehicles),52.0
72,Q1,Robbery,1.0
72,Q1,Road fatality,0.0
72,Q1,Road collision with injury,3.0
72,Q1,Traffic Infringement Notices,12.0
72,Q1,Property damage,37.0
72,Q1,Other offences,32.0
72,Q1,suburb,
72,Q1,district,
72,Q2,Homicide,0.0
72,Q2,Assault,8.0
72,Q2,Sexual assault,0.0
72,Q2,Offences against a person,0.0
72,Q2,Burglary,20.0
72,Q2,Motor vehicle theft,5.0
72,Q2,Theft (excluding Motor Vehicles),89.0
72,Q2,Robbery,2.0
72,Q2,Road fatality,0.0
72,Q2,Road collision with injury,7.0
72,Q2,Traffic Infringement Notices,34.0
72,Q2,Property damage,40.0
72,Q2,Other offences,50.0
72,Q2,suburb,
72,Q2,district,
72,Q3,Homicide,0.0
72,Q3,Assault,13.0
72,Q3,Sexual assault,0.0
72,Q3,Offences against a person,1.0
72,Q3,Burglary,11.0
72,Q3,Motor vehicle theft,4.0
72,Q3,Theft (excluding Motor Vehicles),63.0
72,Q3,Robbery,2.0
72,Q3,Road fatality,0.0
72,Q3,Road collision with injury,1.0
72,Q3,Traffic Infringement Notices,31.0
72,Q3,Property damage,20.0
72,Q3,Other offences,60.0
72,Q3,suburb,
72,Q3,district,
72,Q4,Homicide,0.0
72,Q4,Assault,13.0
72,Q4,Sexual assault,0.0
72,Q4,Offences against a person,11.0
72,Q4,Burglary,19.0
72,Q4,Motor vehicle theft,3.0
72,Q4,Theft (excluding Motor Vehicles),65.0
72,Q4,Robbery,0.0
72,Q4,Road fatality,0.0
72,Q4,Road collision with injury,2.0
72,Q4,Traffic Infringement Notices,19.0
72,Q4,Property damage,27.0
72,Q4,Other offences,65.0
72,Q4,suburb,
72,Q4,district,
72,Quarter,Homicide,
72,Quarter,Assault,
72,Quarter,Sexual assault,
72,Quarter,Offences against a person,
72,Quarter,Burglary,
72,Quarter,Motor vehicle theft,
72,Quarter,Theft (excluding Motor Vehicles),
72,Quarter,Robbery,
72,Quarter,Road fatality,
72,Quarter,Road collision with injury,
72,Quarter,Traffic Infringement Notices,
72,Quarter,Property damage,
72,Quarter,Other offences,
72,Quarter,suburb,Griffith
72,Quarter,district,
73,Q1,Homicide,0.0
73,Q1,Assault,0.0
73,Q1,Sexual assault,0.0
73,Q1,Offences against a person,0.0
73,Q1,Burglary,0.0
73,Q1,Motor vehicle theft,0.0
73,Q1,Theft (excluding Motor Vehicles),0.0
73,Q1,Robbery,0.0
73,Q1,Road fatality,0.0
73,Q1,Road collision with injury,0.0
73,Q1,Traffic Infringement Notices,0.0
73,Q1,Property damage,0.0
73,Q1,Other offences,0.0
73,Q1,suburb,
73,Q1,district,
73,Q2,Homicide,0.0
73,Q2,Assault,0.0
73,Q2,Sexual assault,0.0
73,Q2,Offences against a person,0.0
73,Q2,Burglary,0.0
73,Q2,Motor vehicle theft,0.0
73,Q2,Theft (excluding Motor Vehicles),0.0
73,Q2,Robbery,0.0
73,Q2,Road fatality,0.0
73,Q2,Road collision with injury,0.0
73,Q2,Traffic Infringement Notices,0.0
73,Q2,Property damage,0.0
73,Q2,Other offences,0.0
73,Q2,suburb,
73,Q2,district,
73,Q3,Homicide,0.0
73,Q3,Assault,0.0
73,Q3,Sexual assault,0.0
73,Q3,Offences against a person,0.0
73,Q3,Burglary,0.0
73,Q3,Motor vehicle theft,0.0
73,Q3,Theft (excluding Motor Vehicles),0.0
73,Q3,Robbery,0.0
73,Q3,Road fatality,0.0
73,Q3,Road collision with injury,0.0
73,Q3,Traffic Infringement Notices,1.0
73,Q3,Property damage,0.0
73,Q3,Other offences,0.0
73,Q3,suburb,
73,Q3,district,
73,Q4,Homicide,0.0
73,Q4,Assault,0.0
73,Q4,Sexual assault,0.0
73,Q4,Offences against a person,0.0
73,Q4,Burglary,0.0
73,Q4,Motor vehicle theft,0.0
73,Q4,Theft (excluding Motor Vehicles),0.0
73,Q4,Robbery,0.0
73,Q4,Road fatality,0.0
73,Q4,Road collision with injury,0.0
73,Q4,Traffic Infringement Notices,1.0
73,Q4,Property damage,0.0
73,Q4,Other offences,0.0
73,Q4,suburb,
73,Q4,district,
73,Quarter,Homicide,
73,Quarter,Assault,
73,Quarter,Sexual assault,
73,Quarter,Offences against a person,
73,Quarter,Burglary,
73,Quarter,Motor vehicle theft,
73,Quarter,Theft (excluding Motor Vehicles),
73,Quarter,Robbery,
73,Quarter,Road fatality,
73,Quarter,Road collision with injury,
73,Quarter,Traffic Infringement Notices,
73,Quarter,Property damage,
73,Quarter,Other offences,
73,Quarter,suburb,Harman
73,Quarter,district,
74,Q1,Homicide,0.0
74,Q1,Assault,8.0
74,Q1,Sexual assault,0.0
74,Q1,Offences against a person,0.0
74,Q1,Burglary,26.0
74,Q1,Motor vehicle theft,4.0
74,Q1,Theft (excluding Motor Vehicles),35.0
74,Q1,Robbery,1.0
74,Q1,Road fatality,0.0
74,Q1,Road collision with injury,1.0
74,Q1,Traffic Infringement Notices,11.0
74,Q1,Property damage,17.0
74,Q1,Other offences,20.0
74,Q1,suburb,
74,Q1,district,
74,Q2,Homicide,0.0
74,Q2,Assault,2.0
74,Q2,Sexual assault,0.0
74,Q2,Offences against a person,0.0
74,Q2,Burglary,19.0
74,Q2,Motor vehicle theft,3.0
74,Q2,Theft (excluding Motor Vehicles),36.0
74,Q2,Robbery,0.0
74,Q2,Road fatality,0.0
74,Q2,Road collision with injury,2.0
74,Q2,Traffic Infringement Notices,15.0
74,Q2,Property damage,14.0
74,Q2,Other offences,11.0
74,Q2,suburb,
74,Q2,district,
74,Q3,Homicide,0.0
74,Q3,Assault,10.0
74,Q3,Sexual assault,1.0
74,Q3,Offences against a person,1.0
74,Q3,Burglary,15.0
74,Q3,Motor vehicle theft,5.0
74,Q3,Theft (excluding Motor Vehicles),25.0
74,Q3,Robbery,0.0
74,Q3,Road fatality,0.0
74,Q3,Road collision with injury,2.0
74,Q3,Traffic Infringement Notices,26.0
74,Q3,Property damage,24.0
74,Q3,Other offences,26.0
74,Q3,suburb,
74,Q3,district,
74,Q4,Homicide,0.0
74,Q4,Assault,3.0
74,Q4,Sexual assault,0.0
74,Q4,Offences against a person,2.0
74,Q4,Burglary,7.0
74,Q4,Motor vehicle theft,2.0
74,Q4,Theft (excluding Motor Vehicles),35.0
74,Q4,Robbery,1.0
74,Q4,Road fatality,0.0
74,Q4,Road collision with injury,0.0
74,Q4,Traffic Infringement Notices,13.0
74,Q4,Property damage,16.0
74,Q4,Other offences,22.0
74,Q4,suburb,
74,Q4,district,
74,Quarter,Homicide,
74,Quarter,Assault,
74,Quarter,Sexual assault,
74,Quarter,Offences against a person,
74,Quarter,Burglary,
74,Quarter,Motor vehicle theft,
74,Quarter,Theft (excluding Motor Vehicles),
74,Quarter,Robbery,
74,Quarter,Road fatality,
74,Quarter,Road collision with injury,
74,Quarter,Traffic Infringement Notices,
74,Quarter,Property damage,
74,Quarter,Other offences,
74,Quarter,suburb,Kingston
74,Quarter,district,
75,Q1,Homicide,0.0
75,Q1,Assault,13.0
75,Q1,Sexual assault,2.0
75,Q1,Offences against a person,0.0
75,Q1,Burglary,16.0
75,Q1,Motor vehicle theft,6.0
75,Q1,Theft (excluding Motor Vehicles),72.0
75,Q1,Robbery,0.0
75,Q1,Road fatality,0.0
75,Q1,Road collision with injury,1.0
75,Q1,Traffic Infringement Notices,40.0
75,Q1,Property damage,35.0
75,Q1,Other offences,38.0
75,Q1,suburb,
75,Q1,district,
75,Q2,Homicide,0.0
75,Q2,Assault,8.0
75,Q2,Sexual assault,3.0
75,Q2,Offences against a person,2.0
75,Q2,Burglary,11.0
75,Q2,Motor vehicle theft,6.0
75,Q2,Theft (excluding Motor Vehicles),53.0
75,Q2,Robbery,1.0
75,Q2,Road fatality,0.0
75,Q2,Road collision with injury,3.0
75,Q2,Traffic Infringement Notices,25.0
75,Q2,Property damage,24.0
75,Q2,Other offences,42.0
75,Q2,suburb,
75,Q2,district,
75,Q3,Homicide,0.0
75,Q3,Assault,10.0
75,Q3,Sexual assault,0.0
75,Q3,Offences against a person,1.0
75,Q3,Burglary,12.0
75,Q3,Motor vehicle theft,3.0
75,Q3,Theft (excluding Motor Vehicles),44.0
75,Q3,Robbery,0.0
75,Q3,Road fatality,0.0
75,Q3,Road collision with injury,1.0
75,Q3,Traffic Infringement Notices,14.0
75,Q3,Property damage,23.0
75,Q3,Other offences,42.0
75,Q3,suburb,
75,Q3,district,
75,Q4,Homicide,0.0
75,Q4,Assault,14.0
75,Q4,Sexual assault,4.0
75,Q4,Offences against a person,1.0
75,Q4,Burglary,16.0
75,Q4,Motor vehicle theft,8.0
75,Q4,Theft (excluding Motor Vehicles),51.0
75,Q4,Robbery,1.0
75,Q4,Road fatality,0.0
75,Q4,Road collision with injury,2.0
75,Q4,Traffic Infringement Notices,19.0
75,Q4,Property damage,32.0
75,Q4,Other offences,60.0
75,Q4,suburb,
75,Q4,district,
75,Quarter,Homicide,
75,Quarter,Assault,
75,Quarter,Sexual assault,
75,Quarter,Offences against a person,
75,Quarter,Burglary,
75,Quarter,Motor vehicle theft,
75,Quarter,Theft (excluding Motor Vehicles),
75,Quarter,Robbery,
75,Quarter,Road fatality,
75,Quarter,Road collision with injury,
75,Quarter,Traffic Infringement Notices,
75,Quarter,Property damage,
75,Quarter,Other offences,
75,Quarter,suburb,Narrabundah
75,Quarter,district,
76,Q1,Homicide,0.0
76,Q1,Assault,1.0
76,Q1,Sexual assault,0.0
76,Q1,Offences against a person,0.0
76,Q1,Burglary,0.0
76,Q1,Motor vehicle theft,0.0
76,Q1,Theft (excluding Motor Vehicles),4.0
76,Q1,Robbery,0.0
76,Q1,Road fatality,0.0
76,Q1,Road collision with injury,1.0
76,Q1,Traffic Infringement Notices,1.0
76,Q1,Property damage,4.0
76,Q1,Other offences,1.0
76,Q1,suburb,
76,Q1,district,
76,Q2,Homicide,0.0
76,Q2,Assault,6.0
76,Q2,Sexual assault,8.0
76,Q2,Offences against a person,0.0
76,Q2,Burglary,1.0
76,Q2,Motor vehicle theft,1.0
76,Q2,Theft (excluding Motor Vehicles),3.0
76,Q2,Robbery,0.0
76,Q2,Road fatality,0.0
76,Q2,Road collision with injury,0.0
76,Q2,Traffic Infringement Notices,6.0
76,Q2,Property damage,2.0
76,Q2,Other offences,7.0
76,Q2,suburb,
76,Q2,district,
76,Q3,Homicide,0.0
76,Q3,Assault,1.0
76,Q3,Sexual assault,0.0
76,Q3,Offences against a person,0.0
76,Q3,Burglary,1.0
76,Q3,Motor vehicle theft,3.0
76,Q3,Theft (excluding Motor Vehicles),2.0
76,Q3,Robbery,0.0
76,Q3,Road fatality,0.0
76,Q3,Road collision with injury,0.0
76,Q3,Traffic Infringement Notices,2.0
76,Q3,Property damage,1.0
76,Q3,Other offences,2.0
76,Q3,suburb,
76,Q3,district,
76,Q4,Homicide,0.0
76,Q4,Assault,0.0
76,Q4,Sexual assault,0.0
76,Q4,Offences against a person,0.0
76,Q4,Burglary,2.0
76,Q4,Motor vehicle theft,4.0
76,Q4,Theft (excluding Motor Vehicles),1.0
76,Q4,Robbery,0.0
76,Q4,Road fatality,0.0
76,Q4,Road collision with injury,0.0
76,Q4,Traffic Infringement Notices,5.0
76,Q4,Property damage,3.0
76,Q4,Other offences,2.0
76,Q4,suburb,
76,Q4,district,
76,Quarter,Homicide,
76,Quarter,Assault,
76,Quarter,Sexual assault,
76,Quarter,Offences against a person,
76,Quarter,Burglary,
76,Quarter,Motor vehicle theft,
76,Quarter,Theft (excluding Motor Vehicles),
76,Quarter,Robbery,
76,Quarter,Road fatality,
76,Quarter,Road collision with injury,
76,Quarter,Traffic Infringement Notices,
76,Quarter,Property damage,
76,Quarter,Other offences,
76,Quarter,suburb,Oaks Estate
76,Quarter,district,
77,Q1,Homicide,0.0
77,Q1,Assault,0.0
77,Q1,Sexual assault,0.0
77,Q1,Offences against a person,0.0
77,Q1,Burglary,1.0
77,Q1,Motor vehicle theft,0.0
77,Q1,Theft (excluding Motor Vehicles),1.0
77,Q1,Robbery,0.0
77,Q1,Road fatality,0.0
77,Q1,Road collision with injury,0.0
77,Q1,Traffic Infringement Notices,52.0
77,Q1,Property damage,0.0
77,Q1,Other offences,5.0
77,Q1,suburb,
77,Q1,district,
77,Q2,Homicide,0.0
77,Q2,Assault,0.0
77,Q2,Sexual assault,0.0
77,Q2,Offences against a person,1.0
77,Q2,Burglary,1.0
77,Q2,Motor vehicle theft,2.0
77,Q2,Theft (excluding Motor Vehicles),1.0
77,Q2,Robbery,0.0
77,Q2,Road fatality,0.0
77,Q2,Road collision with injury,0.0
77,Q2,Traffic Infringement Notices,32.0
77,Q2,Property damage,1.0
77,Q2,Other offences,4.0
77,Q2,suburb,
77,Q2,district,
77,Q3,Homicide,0.0
77,Q3,Assault,0.0
77,Q3,Sexual assault,0.0
77,Q3,Offences against a person,0.0
77,Q3,Burglary,2.0
77,Q3,Motor vehicle theft,0.0
77,Q3,Theft (excluding Motor Vehicles),2.0
77,Q3,Robbery,0.0
77,Q3,Road fatality,0.0
77,Q3,Road collision with injury,2.0
77,Q3,Traffic Infringement Notices,45.0
77,Q3,Property damage,1.0
77,Q3,Other offences,6.0
77,Q3,suburb,
77,Q3,district,
77,Q4,Homicide,0.0
77,Q4,Assault,0.0
77,Q4,Sexual assault,0.0
77,Q4,Offences against a person,0.0
77,Q4,Burglary,1.0
77,Q4,Motor vehicle theft,0.0
77,Q4,Theft (excluding Motor Vehicles),4.0
77,Q4,Robbery,0.0
77,Q4,Road fatality,0.0
77,Q4,Road collision with injury,3.0
77,Q4,Traffic Infringement Notices,21.0
77,Q4,Property damage,2.0
77,Q4,Other offences,3.0
77,Q4,suburb,
77,Q4,district,
77,Quarter,Homicide,
77,Quarter,Assault,
77,Quarter,Sexual assault,
77,Quarter,Offences against a person,
77,Quarter,Burglary,
77,Quarter,Motor vehicle theft,
77,Quarter,Theft (excluding Motor Vehicles),
77,Quarter,Robbery,
77,Quarter,Road fatality,
77,Quarter,Road collision with injury,
77,Quarter,Traffic Infringement Notices,
77,Quarter,Property damage,
77,Quarter,Other offences,
77,Quarter,suburb,Pialligo
77,Quarter,district,
78,Q1,Homicide,0.0
78,Q1,Assault,3.0
78,Q1,Sexual assault,0.0
78,Q1,Offences against a person,0.0
78,Q1,Burglary,10.0
78,Q1,Motor vehicle theft,0.0
78,Q1,Theft (excluding Motor Vehicles),29.0
78,Q1,Robbery,0.0
78,Q1,Road fatality,0.0
78,Q1,Road collision with injury,0.0
78,Q1,Traffic Infringement Notices,16.0
78,Q1,Property damage,19.0
78,Q1,Other offences,20.0
78,Q1,suburb,
78,Q1,district,
78,Q2,Homicide,0.0
78,Q2,Assault,4.0
78,Q2,Sexual assault,0.0
78,Q2,Offences against a person,0.0
78,Q2,Burglary,15.0
78,Q2,Motor vehicle theft,2.0
78,Q2,Theft (excluding Motor Vehicles),50.0
78,Q2,Robbery,0.0
78,Q2,Road fatality,0.0
78,Q2,Road collision with injury,0.0
78,Q2,Traffic Infringement Notices,14.0
78,Q2,Property damage,17.0
78,Q2,Other offences,33.0
78,Q2,suburb,
78,Q2,district,
78,Q3,Homicide,0.0
78,Q3,Assault,5.0
78,Q3,Sexual assault,0.0
78,Q3,Offences against a person,2.0
78,Q3,Burglary,8.0
78,Q3,Motor vehicle theft,3.0
78,Q3,Theft (excluding Motor Vehicles),26.0
78,Q3,Robbery,0.0
78,Q3,Road fatality,0.0
78,Q3,Road collision with injury,0.0
78,Q3,Traffic Infringement Notices,14.0
78,Q3,Property damage,14.0
78,Q3,Other offences,34.0
78,Q3,suburb,
78,Q3,district,
78,Q4,Homicide,0.0
78,Q4,Assault,6.0
78,Q4,Sexual assault,0.0
78,Q4,Offences against a person,2.0
78,Q4,Burglary,9.0
78,Q4,Motor vehicle theft,0.0
78,Q4,Theft (excluding Motor Vehicles),15.0
78,Q4,Robbery,1.0
78,Q4,Road fatality,0.0
78,Q4,Road collision with injury,0.0
78,Q4,Traffic Infringement Notices,6.0
78,Q4,Property damage,23.0
78,Q4,Other offences,23.0
78,Q4,suburb,
78,Q4,district,
78,Quarter,Homicide,
78,Quarter,Assault,
78,Quarter,Sexual assault,
78,Quarter,Offences against a person,
78,Quarter,Burglary,
78,Quarter,Motor vehicle theft,
78,Quarter,Theft (excluding Motor Vehicles),
78,Quarter,Robbery,
78,Quarter,Road fatality,
78,Quarter,Road collision with injury,
78,Quarter,Traffic Infringement Notices,
78,Quarter,Property damage,
78,Quarter,Other offences,
78,Quarter,suburb,Red Hill
78,Quarter,district,
79,Q1,Homicide,0.0
79,Q1,Assault,7.0
79,Q1,Sexual assault,1.0
79,Q1,Offences against a person,0.0
79,Q1,Burglary,4.0
79,Q1,Motor vehicle theft,2.0
79,Q1,Theft (excluding Motor Vehicles),4.0
79,Q1,Robbery,0.0
79,Q1,Road fatality,0.0
79,Q1,Road collision with injury,1.0
79,Q1,Traffic Infringement Notices,18.0
79,Q1,Property damage,7.0
79,Q1,Other offences,6.0
79,Q1,suburb,
79,Q1,district,
79,Q2,Homicide,0.0
79,Q2,Assault,1.0
79,Q2,Sexual assault,0.0
79,Q2,Offences against a person,0.0
79,Q2,Burglary,0.0
79,Q2,Motor vehicle theft,1.0
79,Q2,Theft (excluding Motor Vehicles),4.0
79,Q2,Robbery,0.0
79,Q2,Road fatality,0.0
79,Q2,Road collision with injury,0.0
79,Q2,Traffic Infringement Notices,12.0
79,Q2,Property damage,5.0
79,Q2,Other offences,9.0
79,Q2,suburb,
79,Q2,district,
79,Q3,Homicide,0.0
79,Q3,Assault,1.0
79,Q3,Sexual assault,0.0
79,Q3,Offences against a person,0.0
79,Q3,Burglary,2.0
79,Q3,Motor vehicle theft,1.0
79,Q3,Theft (excluding Motor Vehicles),3.0
79,Q3,Robbery,0.0
79,Q3,Road fatality,0.0
79,Q3,Road collision with injury,1.0
79,Q3,Traffic Infringement Notices,34.0
79,Q3,Property damage,4.0
79,Q3,Other offences,11.0
79,Q3,suburb,
79,Q3,district,
79,Q4,Homicide,0.0
79,Q4,Assault,6.0
79,Q4,Sexual assault,0.0
79,Q4,Offences against a person,0.0
79,Q4,Burglary,6.0
79,Q4,Motor vehicle theft,0.0
79,Q4,Theft (excluding Motor Vehicles),10.0
79,Q4,Robbery,0.0
79,Q4,Road fatality,0.0
79,Q4,Road collision with injury,2.0
79,Q4,Traffic Infringement Notices,14.0
79,Q4,Property damage,11.0
79,Q4,Other offences,12.0
79,Q4,suburb,
79,Q4,district,
79,Quarter,Homicide,
79,Quarter,Assault,
79,Quarter,Sexual assault,
79,Quarter,Offences against a person,
79,Quarter,Burglary,
79,Quarter,Motor vehicle theft,
79,Quarter,Theft (excluding Motor Vehicles),
79,Quarter,Robbery,
79,Quarter,Road fatality,
79,Quarter,Road collision with injury,
79,Quarter,Traffic Infringement Notices,
79,Quarter,Property damage,
79,Quarter,Other offences,
79,Quarter,suburb,Symonston
79,Quarter,district,
80,Q1,Homicide,0.0
80,Q1,Assault,2.0
80,Q1,Sexual assault,0.0
80,Q1,Offences against a person,1.0
80,Q1,Burglary,3.0
80,Q1,Motor vehicle theft,0.0
80,Q1,Theft (excluding Motor Vehicles),16.0
80,Q1,Robbery,0.0
80,Q1,Road fatality,0.0
80,Q1,Road collision with injury,2.0
80,Q1,Traffic Infringement Notices,29.0
80,Q1,Property damage,10.0
80,Q1,Other offences,19.0
80,Q1,suburb,
80,Q1,district,
80,Q2,Homicide,0.0
80,Q2,Assault,4.0
80,Q2,Sexual assault,0.0
80,Q2,Offences against a person,1.0
80,Q2,Burglary,4.0
80,Q2,Motor vehicle theft,2.0
80,Q2,Theft (excluding Motor Vehicles),14.0
80,Q2,Robbery,0.0
80,Q2,Road fatality,0.0
80,Q2,Road collision with injury,4.0
80,Q2,Traffic Infringement Notices,26.0
80,Q2,Property damage,17.0
80,Q2,Other offences,25.0
80,Q2,suburb,
80,Q2,district,
80,Q3,Homicide,0.0
80,Q3,Assault,0.0
80,Q3,Sexual assault,0.0
80,Q3,Offences against a person,0.0
80,Q3,Burglary,6.0
80,Q3,Motor vehicle theft,3.0
80,Q3,Theft (excluding Motor Vehicles),15.0
80,Q3,Robbery,0.0
80,Q3,Road fatality,1.0
80,Q3,Road collision with injury,0.0
80,Q3,Traffic Infringement Notices,37.0
80,Q3,Property damage,3.0
80,Q3,Other offences,8.0
80,Q3,suburb,
80,Q3,district,
80,Q4,Homicide,0.0
80,Q4,Assault,0.0
80,Q4,Sexual assault,1.0
80,Q4,Offences against a person,0.0
80,Q4,Burglary,8.0
80,Q4,Motor vehicle theft,4.0
80,Q4,Theft (excluding Motor Vehicles),22.0
80,Q4,Robbery,0.0
80,Q4,Road fatality,0.0
80,Q4,Road collision with injury,2.0
80,Q4,Traffic Infringement Notices,29.0
80,Q4,Property damage,10.0
80,Q4,Other offences,7.0
80,Q4,suburb,
80,Q4,district,
80,Quarter,Homicide,
80,Quarter,Assault,
80,Quarter,Sexual assault,
80,Quarter,Offences against a person,
80,Quarter,Burglary,
80,Quarter,Motor vehicle theft,
80,Quarter,Theft (excluding Motor Vehicles),
80,Quarter,Robbery,
80,Quarter,Road fatality,
80,Quarter,Road collision with injury,
80,Quarter,Traffic Infringement Notices,
80,Quarter,Property damage,
80,Quarter,Other offences,
80,Quarter,suburb,Yarralumla
80,Quarter,district,
81,Q1,Homicide,0.0
81,Q1,Assault,24.0
81,Q1,Sexual assault,3.0
81,Q1,Offences against a person,1.0
81,Q1,Burglary,32.0
81,Q1,Motor vehicle theft,3.0
81,Q1,Theft (excluding Motor Vehicles),125.0
81,Q1,Robbery,0.0
81,Q1,Road fatality,1.0
81,Q1,Road collision with injury,7.0
81,Q1,Traffic Infringement Notices,49.0
81,Q1,Property damage,58.0
81,Q1,Other offences,236.0
81,Q1,suburb,
81,Q1,district,
81,Q2,Homicide,0.0
81,Q2,Assault,21.0
81,Q2,Sexual assault,9.0
81,Q2,Offences against a person,1.0
81,Q2,Burglary,42.0
81,Q2,Motor vehicle theft,12.0
81,Q2,Theft (excluding Motor Vehicles),164.0
81,Q2,Robbery,1.0
81,Q2,Road fatality,0.0
81,Q2,Road collision with injury,6.0
81,Q2,Traffic Infringement Notices,73.0
81,Q2,Property damage,81.0
81,Q2,Other offences,76.0
81,Q2,suburb,
81,Q2,district,
81,Q3,Homicide,0.0
81,Q3,Assault,25.0
81,Q3,Sexual assault,5.0
81,Q3,Offences against a person,2.0
81,Q3,Burglary,14.0
81,Q3,Motor vehicle theft,16.0
81,Q3,Theft (excluding Motor Vehicles),87.0
81,Q3,Robbery,3.0
81,Q3,Road fatality,0.0
81,Q3,Road collision with injury,10.0
81,Q3,Traffic Infringement Notices,83.0
81,Q3,Property damage,53.0
81,Q3,Other offences,99.0
81,Q3,suburb,
81,Q3,district,
81,Q4,Homicide,0.0
81,Q4,Assault,22.0
81,Q4,Sexual assault,6.0
81,Q4,Offences against a person,3.0
81,Q4,Burglary,40.0
81,Q4,Motor vehicle theft,9.0
81,Q4,Theft (excluding Motor Vehicles),83.0
81,Q4,Robbery,3.0
81,Q4,Road fatality,0.0
81,Q4,Road collision with injury,9.0
81,Q4,Traffic Infringement Notices,79.0
81,Q4,Property damage,42.0
81,Q4,Other offences,97.0
81,Q4,suburb,
81,Q4,district,
81,Unnamed: 0_level_0,Homicide,
81,Unnamed: 0_level_0,Assault,
81,Unnamed: 0_level_0,Sexual assault,
81,Unnamed: 0_level_0,Offences against a person,
81,Unnamed: 0_level_0,Burglary,
81,Unnamed: 0_level_0,Motor vehicle theft,
81,Unnamed: 0_level_0,Theft (excluding Motor Vehicles),
81,Unnamed: 0_level_0,Robbery,
81,Unnamed: 0_level_0,Road fatality,
81,Unnamed: 0_level_0,Road collision with injury,
81,Unnamed: 0_level_0,Traffic Infringement Notices,
81,Unnamed: 0_level_0,Property damage,
