,,,,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count,Offence Count
period,,,,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
suburb,postcode,Category,Subcategory,,,,,,,,,,,,,,,,,,,,,,
MURBKO,5320,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,,,1.0,,1.0,
MURBKO,5320,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,2.0,1.0,,
MURBKO,5320,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,1.0,,,,,,,,,,,,,,,,
MURBKO,5320,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0
MURBKO,5320,THEFT AND RELATED OFFENCES,Other theft,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
MURBKO,5320,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,1.0,,,,,,,,,,,,,,
MURDINGA,5607,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,,,,,,,1.0,,,
MURKABY,5417,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,1.0,,,,,,,,,,,,,,,,,
MURLONG,5642,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,1.0,,,,,,,,,,,,,,,,
MURNINNIE BEACH,5602,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,,,1.0,,,,
MURPUTJA,5724,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,1.0,3.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,
MURPUTJA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,
MURPUTJA,5724,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,1.0,1.0,,,,,,,,,,,,,
MURPUTJA,5724,THEFT AND RELATED OFFENCES,Other theft,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
MURRAWONG,5253,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,1.0,,,,,,,,,,,,,,,,,,,
MURRAWONG,5253,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,,,,,,,,,,,1.0,,,,
MURRAWONG,5253,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,2.0,,,,,,,2.0,,,,,,,,
MURRAWONG,5253,THEFT AND RELATED OFFENCES,Other theft,,,,,1.0,,,,,,,,,,,,,1.0,,,,
MURRAY BRIDGE,5253,ACTS INTENDED TO CAUSE INJURY,Assault Police,4.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,,4.0,6.0,6.0,4.0,1.0,2.0,6.0,2.0,8.0,3.0,4.0,6.0,
MURRAY BRIDGE,5253,ACTS INTENDED TO CAUSE INJURY,Common Assault,44.0,44.0,41.0,37.0,43.0,33.0,39.0,40.0,38.0,34.0,43.0,27.0,43.0,41.0,27.0,32.0,35.0,42.0,22.0,30.0,35.0,36.0
MURRAY BRIDGE,5253,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,3.0,4.0,,,3.0,4.0,2.0,4.0,6.0,6.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,6.0,4.0,4.0,3.0,5.0
MURRAY BRIDGE,5253,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,29.0,36.0,34.0,40.0,45.0,53.0,48.0,44.0,61.0,52.0,51.0,47.0,51.0,51.0,34.0,45.0,40.0,43.0,33.0,42.0,43.0,45.0
MURRAY BRIDGE,5253,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,4.0,5.0,7.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,,1.0,3.0,4.0,4.0,4.0,2.0
MURRAY BRIDGE,5253,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,10.0,1.0,7.0,4.0,2.0,3.0,4.0,6.0,4.0,14.0,3.0,3.0,8.0,5.0,5.0,5.0,3.0,8.0,9.0,12.0,7.0,11.0
MURRAY BRIDGE,5253,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",2.0,,4.0,,3.0,1.0,,1.0,4.0,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0
MURRAY BRIDGE,5253,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,
MURRAY BRIDGE,5253,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",3.0,3.0,2.0,3.0,3.0,2.0,,4.0,,4.0,4.0,5.0,7.0,7.0,4.0,2.0,2.0,1.0,,4.0,2.0,2.0
MURRAY BRIDGE,5253,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,2.0,2.0,,2.0,,,1.0,,,,2.0,1.0,4.0,1.0,3.0,,1.0,,5.0,1.0,5.0,2.0
MURRAY BRIDGE,5253,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3.0,10.0,6.0,1.0,7.0,11.0,7.0,6.0,5.0,10.0,12.0,11.0,12.0,4.0,6.0,10.0,8.0,3.0,6.0,8.0,5.0,8.0
MURRAY BRIDGE,5253,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,10.0,8.0,5.0,6.0,8.0,2.0,6.0,7.0,9.0,4.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0,6.0,2.0,9.0,6.0,4.0
MURRAY BRIDGE,5253,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,124.0,128.0,107.0,110.0,107.0,130.0,122.0,94.0,85.0,101.0,95.0,80.0,91.0,94.0,107.0,63.0,91.0,98.0,112.0,82.0,99.0,95.0
MURRAY BRIDGE,5253,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,10.0,17.0,11.0,9.0,7.0,11.0,14.0,18.0,8.0,5.0,7.0,8.0,7.0,10.0,8.0,4.0,4.0,4.0,14.0,,5.0,9.0
MURRAY BRIDGE,5253,ROBBERY AND RELATED OFFENCES,Aggravated robbery,2.0,1.0,,,1.0,1.0,,2.0,2.0,,,1.0,,1.0,3.0,1.0,,1.0,3.0,,1.0,2.0
MURRAY BRIDGE,5253,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,,,,,,,,,,1.0,
MURRAY BRIDGE,5253,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,2.0,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,1.0,1.0
MURRAY BRIDGE,5253,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,32.0,9.0,22.0,10.0,22.0,21.0,19.0,21.0,15.0,21.0,27.0,31.0,19.0,17.0,17.0,10.0,14.0,32.0,35.0,23.0,15.0,13.0
MURRAY BRIDGE,5253,SERIOUS CRIMINAL TRESPASS,SCT - Residence,27.0,20.0,22.0,16.0,25.0,12.0,20.0,17.0,19.0,30.0,37.0,28.0,25.0,29.0,30.0,14.0,16.0,36.0,36.0,32.0,36.0,32.0
MURRAY BRIDGE,5253,THEFT AND RELATED OFFENCES,Other theft,53.0,56.0,77.0,71.0,56.0,68.0,58.0,71.0,56.0,62.0,62.0,63.0,54.0,79.0,65.0,60.0,54.0,73.0,97.0,63.0,78.0,90.0
MURRAY BRIDGE,5253,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,5.0,3.0,2.0,4.0,6.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,8.0,7.0,6.0,3.0,4.0,7.0,4.0
MURRAY BRIDGE,5253,THEFT AND RELATED OFFENCES,Theft from motor vehicle,13.0,28.0,11.0,17.0,21.0,27.0,25.0,22.0,15.0,29.0,31.0,30.0,18.0,16.0,10.0,15.0,26.0,30.0,20.0,42.0,64.0,31.0
MURRAY BRIDGE,5253,THEFT AND RELATED OFFENCES,Theft from shop,23.0,18.0,26.0,16.0,20.0,16.0,28.0,45.0,23.0,30.0,32.0,32.0,33.0,32.0,37.0,43.0,38.0,47.0,34.0,50.0,55.0,27.0
MURRAY BRIDGE,5253,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,10.0,6.0,7.0,9.0,6.0,9.0,12.0,28.0,7.0,3.0,11.0,10.0,13.0,9.0,12.0,10.0,17.0,7.0,7.0,3.0,9.0,12.0
MURRAY BRIDGE EAST,5253,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,1.0,,,,,,,,,,,,
MURRAY BRIDGE EAST,5253,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,,,,1.0,,
MURRAY BRIDGE EAST,5253,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1.0,,,,,,,,,,,,,,,,,,,,
MURRAY BRIDGE EAST,5253,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,
MURRAY BRIDGE NORTH,5253,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,,,,,,,,,,,1.0,,,,
MURRAY BRIDGE SOUTH,5253,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1.0,,,,,,,,,,,,,,,,,,,,
MURRAY TOWN,5481,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,1.0,,,,,,,,,,,,,,,1.0,,,,
MURRAY TOWN,5481,THEFT AND RELATED OFFENCES,Other theft,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,
MURRAY TOWN,5481,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,1.0,,,,
MURTHO,5340,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,1.0,,,,,,,,,,,,,,,,,
MURTHO,5340,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,1.0,,,,,,
MURTHO,5340,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,
MURTHO,5340,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,,,,,,,2.0,,
MURTHO,5340,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,
MYLOR,5153,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0
MYLOR,5153,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,1.0,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,
MYLOR,5153,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,1.0,,,,,,,,1.0,,,,,,,,,,,,
MYLOR,5153,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,1.0,,,,,,1.0,,,,,,,,,,,,
MYLOR,5153,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,,,,,,,,,1.0
MYLOR,5153,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0
MYLOR,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
MYLOR,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2.0,1.0,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,4.0,2.0
MYLOR,5153,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1.0,1.0,,,,,,,,,,,,,,,,,,,
MYLOR,5153,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1.0,,,1.0,,,,,,,1.0,,,,2.0,,2.0,3.0,4.0,1.0,
MYLOR,5153,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,2.0,2.0,,,,,1.0,,3.0,2.0,
MYLOR,5153,THEFT AND RELATED OFFENCES,Other theft,1.0,,,3.0,1.0,,1.0,2.0,2.0,,1.0,,,2.0,2.0,,1.0,2.0,1.0,2.0,4.0,
MYLOR,5153,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,
MYLOR,5153,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,
MYLOR,5153,THEFT AND RELATED OFFENCES,Theft from shop,1.0,,,,,,,,,,,,,,,,,,,,,
MYPOLONGA,5254,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,
MYPOLONGA,5254,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,
MYPOLONGA,5254,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,1.0,,,,,,,,,,,,
MYPOLONGA,5254,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,1.0,,,,,,,,,,,,,,,,
MYPOLONGA,5254,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,1.0,2.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,,
MYPOLONGA,5254,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,1.0,,,,,,,1.0,,,,,,,,,,,
MYPOLONGA,5254,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,,1.0,,,,,1.0,2.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,
MYPOLONGA,5254,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,1.0,,,,,1.0,,2.0,1.0,,,,
MYPOLONGA,5254,THEFT AND RELATED OFFENCES,Other theft,,,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,
MYPOLONGA,5254,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,1.0,,,,,
MYPOLONGA,5254,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,
MYPOLONGA,5254,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,
MYPONGA,5202,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,,,,,,,,,,,,,,1.0
MYPONGA,5202,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,
MYPONGA,5202,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,1.0,1.0,2.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
MYPONGA,5202,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,,,,,,,,,,,,,1.0
MYPONGA,5202,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,1.0,,,,,,,,,,,,,,,,,,
MYPONGA,5202,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,,,,,,,,,,,,,1.0,
MYPONGA,5202,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,,,,2.0,,,,,,,,,
MYPONGA,5202,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,,,,,,,,,1.0
MYPONGA,5202,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,
MYPONGA,5202,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,1.0,,2.0,1.0,,,2.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0
MYPONGA,5202,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,1.0,,,,,,,,,,,,,1.0,,,,,
MYPONGA,5202,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1.0,,,1.0,,5.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,5.0,,1.0,
MYPONGA,5202,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0
MYPONGA,5202,THEFT AND RELATED OFFENCES,Other theft,1.0,1.0,,1.0,,4.0,2.0,,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,,3.0,2.0,1.0,1.0
MYPONGA,5202,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,,,,1.0,
MYPONGA,5202,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,2.0,3.0,1.0,,1.0,2.0
MYPONGA,5202,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0
MYPONGA BEACH,5202,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,1.0,,,,,
MYPONGA BEACH,5202,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,,,,1.0,,,,,,
MYRLA,5333,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,,,,,,1.0
MYRTLE BANK,5064,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0
MYRTLE BANK,5064,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1.0,,,1.0,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
MYRTLE BANK,5064,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,3.0,,,,1.0,,,,,,,,,,
MYRTLE BANK,5064,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,3.0,1.0,2.0,4.0,1.0,2.0,,,,1.0,,1.0,,3.0,,,5.0,2.0,,,,5.0
MYRTLE BANK,5064,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,,,,,,,,,,1.0,,,,
MYRTLE BANK,5064,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,1.0,,,1.0,,,,,,,1.0,,,2.0,1.0,,,3.0
MYRTLE BANK,5064,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,1.0,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,1.0,,
MYRTLE BANK,5064,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,1.0,,,,1.0,,,,
MYRTLE BANK,5064,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,3.0,,
MYRTLE BANK,5064,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,2.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,
MYRTLE BANK,5064,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,3.0,1.0,,1.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,,1.0,2.0,2.0,1.0,,4.0,1.0,4.0,1.0,
MYRTLE BANK,5064,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,1.0,,,,,,,,,,,,
MYRTLE BANK,5064,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,,,,,,,,,,,,,,,,,,1.0,
MYRTLE BANK,5064,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2.0,,,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,,1.0,,1.0,2.0,1.0,1.0,,,
MYRTLE BANK,5064,SERIOUS CRIMINAL TRESPASS,SCT - Residence,4.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,3.0,,3.0,,2.0,5.0,5.0,4.0,5.0,2.0,5.0,6.0,5.0,3.0
MYRTLE BANK,5064,THEFT AND RELATED OFFENCES,Other theft,2.0,4.0,1.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,,,1.0,1.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0
MYRTLE BANK,5064,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,2.0,,,,,,,,,,,,,,
MYRTLE BANK,5064,THEFT AND RELATED OFFENCES,Theft from motor vehicle,1.0,4.0,3.0,3.0,2.0,2.0,,,,1.0,1.0,7.0,5.0,5.0,5.0,3.0,2.0,5.0,,3.0,2.0,2.0
MYRTLE BANK,5064,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,1.0,
NACKARA,5440,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,,,,2.0,,
NACKARA,5440,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,1.0,,,,,,,,,,,,,,,,
NACKARA,5440,THEFT AND RELATED OFFENCES,Other theft,1.0,,,,,,,,,,,,,1.0,,,,,,,,
NAILSWORTH,5083,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,,,1.0,,,,,1.0,,,,,,,,
NAILSWORTH,5083,ACTS INTENDED TO CAUSE INJURY,Common Assault,,1.0,,,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,1.0,,2.0,2.0,,,1.0
NAILSWORTH,5083,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,1.0,,,,,,,,,,,,,,,
NAILSWORTH,5083,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,2.0,,2.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,1.0,2.0,,,1.0
NAILSWORTH,5083,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,,,,1.0,,,,,,,,,,,,1.0,
NAILSWORTH,5083,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,1.0,,,,2.0,,,1.0,2.0,1.0,,,,,,,,1.0
NAILSWORTH,5083,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,2.0,,,,,1.0,,,,,,,,,,,,,,,
NAILSWORTH,5083,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,
NAILSWORTH,5083,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,1.0,,,,,,,,,,,,,,
NAILSWORTH,5083,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1.0,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,1.0,,,
NAILSWORTH,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1.0,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,
NAILSWORTH,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,5.0,7.0,5.0,7.0,6.0,6.0,5.0,3.0,5.0,5.0,11.0,7.0,6.0,5.0,7.0,2.0,3.0,10.0,7.0,7.0,4.0,5.0
NAILSWORTH,5083,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,1.0,2.0,,,,,,,,,,,,,,,,,,,
NAILSWORTH,5083,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,,,,1.0,,,,,,,,,,,,,,,
NAILSWORTH,5083,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,,,,,1.0,,,,,,,,,
NAILSWORTH,5083,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3.0,1.0,,,1.0,,,,,1.0,1.0,2.0,4.0,,,1.0,,,2.0,3.0,,1.0
NAILSWORTH,5083,SERIOUS CRIMINAL TRESPASS,SCT - Residence,9.0,1.0,7.0,4.0,6.0,3.0,3.0,2.0,3.0,2.0,7.0,6.0,2.0,4.0,,2.0,8.0,2.0,,1.0,2.0,2.0
NAILSWORTH,5083,THEFT AND RELATED OFFENCES,Other theft,6.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,,6.0,6.0,7.0,3.0,11.0,14.0,11.0,12.0,10.0,9.0,8.0,8.0
NAILSWORTH,5083,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,2.0,,,,,,,1.0,,,,1.0,,1.0,,2.0,1.0,,
NAILSWORTH,5083,THEFT AND RELATED OFFENCES,Theft from motor vehicle,3.0,5.0,8.0,6.0,9.0,4.0,2.0,5.0,3.0,7.0,5.0,2.0,6.0,5.0,4.0,4.0,3.0,6.0,3.0,1.0,6.0,2.0
NAILSWORTH,5083,THEFT AND RELATED OFFENCES,Theft from shop,1.0,,,1.0,,,,,,,1.0,,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0
NAILSWORTH,5083,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2.0,2.0,1.0,,,,1.0,2.0,,2.0,1.0,,2.0,3.0,1.0,2.0,2.0,1.0,,1.0,1.0,3.0
NAIN,5360,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,,,,,2.0,,,,,,,,,,,,
NAIN,5360,THEFT AND RELATED OFFENCES,Other theft,,,,1.0,,,,,,,,,,,,,,,,,,
NAIN,5360,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,1.0,,,,,,,,,,,,
NAIRNE,5252,ACTS INTENDED TO CAUSE INJURY,Assault Police,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
NAIRNE,5252,ACTS INTENDED TO CAUSE INJURY,Common Assault,1.0,1.0,2.0,3.0,2.0,,2.0,2.0,1.0,,2.0,1.0,1.0,3.0,1.0,,4.0,2.0,1.0,4.0,2.0,3.0
NAIRNE,5252,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,
NAIRNE,5252,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,1.0,5.0,,,2.0,1.0,1.0,2.0,,5.0,7.0,5.0,5.0,5.0,4.0,4.0,,1.0,4.0,4.0,,7.0
NAIRNE,5252,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
NAIRNE,5252,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0
NAIRNE,5252,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,,1.0,1.0,,,,
NAIRNE,5252,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,,,,,1.0,,2.0,,1.0,,,1.0,2.0,,,,,,,1.0,1.0
