id,school_name,school_address,suburb,postcode,sector,school_type,school_lat,school_lon
1455,Burwood Public School,1-3 Conder Street,Burwood,2134,Goverment,Primary School,-33.8768,151.09898700000002
1460,Buxton Public School,Hassall Rd,Buxton ,2571,Goverment,Primary School,-34.246971,150.544826
1470,Byron Bay Public School,17 Kingsley St,Byron Bay ,2481,Goverment,Primary School,-28.647415999999996,153.614826
1471,Cabbage Tree Island Public School,Cabbage Tree Island Rd,Cabbage Tree Island,2477,Goverment,Primary School,-28.98367,153.457788
1472,Cabramatta Public School,Levuka St,Cabramatta ,2166,Goverment,Primary School,-33.895823,150.942629
1481,Cambewarra Public School,Kalinga St,Cambewarra ,2540,Goverment,Primary School,-34.821537,150.556043
1482,Camden Public School,John St,Camden ,2570,Goverment,Primary School,-34.051998,150.693236
1483,Camdenville Public School,Laura St,Newtown ,2042,Goverment,Primary School,-33.906146,151.175741
1485,Cammeray Public School,Palmer St,Cammeray ,2062,Goverment,Primary School,-33.820422,151.21154199999998
1486,Campbelltown Public School,Lithgow St,Campbelltown ,2560,Goverment,Primary School,-34.070109,150.81563400000002
1488,Campsie Public School,Evaline St,Campsie,2194,Goverment,Primary School,-33.911863000000004,151.104846
1490,Candelo Public School,William St,Candelo ,2550,Goverment,Primary School,-36.768392,149.695674
1492,Caniaba Public School,Caniaba Rd,Lismore ,2480,Goverment,Primary School,-28.830799,153.231317
1494,Canley Vale Public School,Canley Vale Rd,Canley Vale ,2166,Goverment,Primary School,-33.886759999999995,150.937632
1495,Canobolas Public School,Canobolas Rd,Orange ,2800,Goverment,Primary School,-33.305942,149.04621
1497,Canterbury Public School,Church St,Canterbury ,2193,Goverment,Primary School,-33.908761,151.122306
1498,Brisbania Public School,1 High Street,Saratoga,2251,Goverment,Primary School,-33.478821999999994,151.357294
1499,Uranquinty Public School,Pearson Street,Uranquinty,2652,Goverment,Primary School,-35.188793,147.24948600000002
1501,Capertee Public School,Castlereagh Hwy,Capertee ,2846,Goverment,Primary School,-33.147073999999996,149.985922
1502,Captains Flat Public School,14 Montgomery St,Captains Flat,2623,Goverment,Primary School,-35.587192,149.450147
1503,Caragabal Public School,Marsden & Wheoga Sts,Caragabal ,2810,Goverment,Primary School,-33.84532,147.744452
1504,Carcoar Public School,Icely St,Carcoar ,2791,Goverment,Primary School,-33.612326,149.142432
1505,Cardiff Public School,Macquarie Rd,Cardiff ,2285,Goverment,Primary School,-32.945778999999995,151.657754
1506,Cargo Public School,Hutton St,Cargo ,2800,Goverment,Primary School,-33.427611999999996,148.807697
1507,Carinda Public School,Macnamara St,Carinda ,2831,Goverment,Primary School,-30.461882,147.687555
1508,Caringbah Public School,Port Hacking Rd,Caringbah ,2229,Goverment,Primary School,-34.053433,151.122988
1512,Carlton Public School,60 Cameron St,Bexley ,2207,Goverment,Primary School,-33.963496,151.12246000000002
1513,Carlton South Public School,Jubilee Ave,Carlton ,2218,Goverment,Primary School,-33.973045,151.128287
1515,Carool Public School,411 Carool Rd,Carool,2486,Goverment,Primary School,-28.229959,153.4293
1517,Carrathool Public School,Glover St,Carrathool,2711,Goverment,Primary School,-34.409166,145.431622
1518,Carrington Public School,Young St,Carrington ,2294,Goverment,Primary School,-32.912446,151.765328
1520,Carroll Public School,David St,Carroll ,2340,Goverment,Primary School,-30.986074,150.447096
1526,Casino Public School,31 Walker St,Casino ,2470,Goverment,Primary School,-28.867384,153.048053
1527,Cassilis Public School,Coolah Rd,Cassilis,2329,Goverment,Primary School,-32.004552000000004,149.978075
1529,Castle Hill Public School,Les Shore Place,Castle Hill ,2154,Goverment,Primary School,-33.727887,151.004663
1535,Cattai Public School,487 Cattai Rd,Cattai ,2756,Goverment,Primary School,-33.558762,150.906904
1537,Cawdor Public School,865 Cawdor Rd,Camden ,2570,Goverment,Primary School,-34.109711,150.673727
1542,Cessnock Public School,Rawson St,Cessnock ,2325,Goverment,Primary School,-32.840405,151.363808
1543,Cessnock East Public School,Old Maitland Rd,Cessnock ,2325,Goverment,Primary School,-32.827606,151.369746
1545,Cessnock West Public School,Wollombi & Campbell Sts,Cessnock ,2325,Goverment,Primary School,-32.838387,151.34486299999998
1547,Chandler Public School,Grafton Rd,Wollomombi,2350,Goverment,Primary School,-30.518553000000004,152.053551
1548,The Channon Public School,Standing St,The Channon ,2480,Goverment,Primary School,-28.675099,153.28028799999998
1550,Charlestown Public School,Frederick St,Charlestown ,2290,Goverment,Primary School,-32.965494,151.697486
1551,Pacific Palms Public School,Boomerang Drive,Boomerang Beach ,2428,Goverment,Primary School,-32.341023,152.539306
1553,Chatsworth Island Public School,Chatsworth Island Rd,Chatsworth,2469,Goverment,Primary School,-29.387953999999997,153.231645
1558,Chillingham Public School,1420 Numinbah Rd,Chillingham ,2484,Goverment,Primary School,-28.311937,153.275569
1560,Chipping Norton Public School,Central Ave,Chipping Norton ,2170,Goverment,Primary School,-33.909108,150.96085
1564,Clarence Town Public School,Queen St,Clarence Town ,2321,Goverment,Primary School,-32.588731,151.777207
1566,Clemton Park Public School,185 Bexley Rd,Earlwood,2206,Goverment,Primary School,-33.929708000000005,151.108423
1573,Clovelly Public School,Arden St,Waverley ,2024,Goverment,Primary School,-33.907431,151.26028
1574,Clunes Public School,Walker St,Clunes ,2480,Goverment,Primary School,-28.724778000000004,153.408852
1578,Cobar Public School,6-8 Blakey St,Cobar ,2835,Goverment,Primary School,-31.502198999999997,145.836609
1579,Cobargo Public School,Wandella Rd,Cobargo,2550,Goverment,Primary School,-36.386942,149.882818
1580,Cobbitty Public School,Cobbitty Rd,Cobbitty ,2570,Goverment,Primary School,-34.0159,150.685938
1583,Coffee Camp Public School,Nimbin Rd,Coffee Camp ,2480,Goverment,Primary School,-28.662664000000003,153.22063799999998
1584,Coffs Harbour Public School,7 Salamander Street,Coffs Harbour,2450,Goverment,Primary School,-30.301959999999998,153.120372
1587,Coledale Public School,Lawrence Hargrave Drive,Coledale ,2515,Goverment,Primary School,-34.289546,150.947366
1589,Collarenebri Central School,High St,Collarenebri,2833,Goverment,Central/Community School,-29.543823,148.578086
1590,Collector Public School,Lorn St,Collector,2581,Goverment,Primary School,-34.914221000000005,149.433144
1591,Collingullie Public School,Urana St,Collingullie ,2652,Goverment,Primary School,-35.09019,147.127156
1593,Collins Creek Public School,480 Collins Valley Road,Collins Creek ,2474,Goverment,Primary School,-28.489296999999997,153.022547
1596,Colyton Public School,Nelson St,Mount Druitt ,2770,Goverment,Primary School,-33.777198999999996,150.81316
1601,Comboyne Public School,Hill St,Comboyne ,2429,Goverment,Primary School,-31.605308,152.472736
1604,Comleroy Road Public School,McMahons Rd,Kurrajong,2758,Goverment,Primary School,-33.506475,150.69763
1605,Como Public School,Genoa St,Como ,2226,Goverment,Primary School,-34.001832,151.069127
1606,Conargo Public School,Deniliquin-Wagga Wagga Rd,Conargo ,2710,Goverment,Primary School,-35.305269,145.17886000000001
1607,Concord Public School,Burwood Rd,Concord ,2137,Goverment,Primary School,-33.863224,151.106944
1608,Concord West Public School,Concord Rd,Concord West ,2138,Goverment,Primary School,-33.839613,151.08731699999998
1609,Condobolin Public School,Molong Street,Condobolin,2877,Goverment,Primary School,-33.085514,147.149077
1611,Condong Public School,McLeod St,Condong ,2484,Goverment,Primary School,-28.309673999999998,153.434424
1612,Coniston Public School,Auburn St,Coniston ,2500,Goverment,Primary School,-34.439023,150.887435
1613,Connells Point Public School,Riverview Ave,South Hurstville,2221,Goverment,Primary School,-33.984689,151.10030600000002
1615,Cooerwull Public School,319 Main St,Lithgow ,2790,Goverment,Primary School,-33.484053,150.142093
1616,Coogee Public School,Byron St & Coogee Bay Rd,Coogee ,2034,Goverment,Primary School,-33.920819,151.249846
1621,Coolah Central School,Binnia St,Coolah ,2843,Goverment,Central/Community School,-31.821023999999998,149.723624
1624,Coolamon Central School,75 Methul St,Coolamon ,2701,Goverment,Central/Community School,-34.811904,147.201398
1625,Shoalhaven Heads Public School,47 Ravenscliffe Road,Shoalhaven Heads,2535,Goverment,Primary School,-34.853167,150.740088
1627,Coolongolook Public School,Pacific Hwy,Coolongolook ,2423,Goverment,Primary School,-32.222798,152.318838
1628,Cooma Public School,Commissioner St,Cooma ,2630,Goverment,Primary School,-36.237474,149.125034
1630,Coonabarabran Public School,Cnr John St & Newell Hwy,Coonabarabran ,2357,Goverment,Primary School,-31.280039000000002,149.282061
1631,Coonamble Public School,Bertram Street,Coonamble,2829,Goverment,Primary School,-30.958363000000002,148.387024
1632,Coopernook Public School,Macquarie St,Coopernook ,2426,Goverment,Primary School,-31.827512,152.607874
1634,Coorabell Public School,Mango Lane,Coorabell ,2479,Goverment,Primary School,-28.625696,153.487492
1635,Cooranbong Public School,Government Rd,Cooranbong ,2265,Goverment,Primary School,-33.0805,151.441793
1636,Cootamundra Public School,Cooper St,Cootamundra,2590,Goverment,Primary School,-34.638914,148.02680900000001
1642,Copmanhurst Public School,Prescott St,Copmanhurst ,2460,Goverment,Primary School,-29.584663,152.775537
1644,Coraki Public School,Adam St,Coraki ,2471,Goverment,Primary School,-28.992589000000002,153.28264099999998
1647,Coramba Public School,6 Short St,Coramba ,2450,Goverment,Primary School,-30.221578000000004,153.01151299999998
1654,Corindi Public School,Coral St,Corindi Beach ,2456,Goverment,Primary School,-30.021469,153.194234
1656,Corndale Public School,Corndale Rd,Corndale ,2480,Goverment,Primary School,-28.71315,153.36248899999998
1658,Corowa Public School,244 Honour Avenue,Corowa ,2646,Goverment,Primary School,-35.992545,146.3949
